"","match_id","league","n_games"
"1167",1068901,"Germany: Bundesliga",164
"1168",1068902,"Germany: Bundesliga",164
"1169",1068903,"Germany: Oberliga Westfalen",124
"1170",1068904,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1171",1068905,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1172",1068906,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1173",1068907,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1174",1068908,"Germany: Oberliga Baden-Württemberg",125
"1175",1068909,"Germany: Oberliga Baden-Württemberg",125
"1176",1068910,"Germany: Oberliga Baden-Württemberg",125
"1177",1068911,"Germany: Oberliga Baden-Württemberg",125
"1178",1068912,"Germany: Oberliga Baden-Württemberg",125
"1179",1068913,"Germany: Oberliga Baden-Württemberg",125
"1180",1068916,"Poland: Ekstraklasa",122
"1181",1068931,"Wales: Premier League",128
"1182",1068932,"Wales: Premier League",128
"1183",1068933,"Wales: Premier League",128
"1184",1068934,"Wales: Premier League",128
"1185",1068964,"England: Premier League",211
"1186",1068965,"England: Premier League",211
"1187",1068966,"England: Premier League",211
"1188",1068967,"England: Premier League",211
"1189",1068968,"England: Premier League",211
"1190",1068969,"England: Championship",308
"1191",1068970,"England: Championship",308
"1192",1068971,"England: Championship",308
"1193",1068972,"England: Championship",308
"1194",1068973,"England: Championship",308
"1195",1068974,"England: Championship",308
"1196",1068975,"England: Championship",308
"1197",1068976,"England: Championship",308
"1198",1068977,"England: Championship",308
"1199",1068978,"England: League One",294
"1200",1068979,"England: League One",294
"1201",1068980,"England: League One",294
"1202",1068981,"England: League One",294
"1203",1068982,"England: League One",294
"1204",1068983,"England: League One",294
"1205",1068984,"England: League One",294
"1206",1068985,"England: League One",294
"1207",1068986,"England: League One",294
"1208",1068987,"England: League One",294
"1209",1068988,"England: League One",294
"1210",1068989,"England: League One",294
"1211",1068990,"England: League Two",293
"1212",1068991,"England: League Two",293
"1213",1068992,"England: League Two",293
"1214",1068993,"England: League Two",293
"1215",1068994,"England: League Two",293
"1216",1068995,"England: League Two",293
"1217",1068996,"England: League Two",293
"1218",1068997,"England: League Two",293
"1219",1068998,"England: League Two",293
"1220",1068999,"England: League Two",293
"1221",1069000,"England: League Two",293
"1222",1069001,"England: League Two",293
"1223",1069002,"England: Vanarama National League",309
"1224",1069003,"England: Vanarama National League",309
"1225",1069004,"England: Vanarama National League",309
"1226",1069005,"England: Vanarama National League",309
"1227",1069006,"England: Vanarama National League",309
"1228",1069007,"England: Vanarama National League",309
"1229",1069008,"England: Vanarama National League",309
"1230",1069009,"England: Vanarama National League",309
"1231",1069010,"England: Vanarama National League",309
"1232",1069011,"England: Vanarama National League",309
"1233",1069012,"England: Vanarama National League North",243
"1234",1069013,"England: Vanarama National League North",243
"1235",1069014,"England: Vanarama National League North",243
"1236",1069015,"England: Vanarama National League North",243
"1237",1069016,"England: Vanarama National League North",243
"1238",1069017,"England: Vanarama National League North",243
"1239",1069018,"England: Vanarama National League North",243
"1240",1069019,"England: Vanarama National League North",243
"1241",1069020,"England: Vanarama National League North",243
"1242",1069021,"England: Vanarama National League North",243
"1243",1069022,"England: Vanarama National League South",233
"1244",1069023,"England: Vanarama National League South",233
"1245",1069024,"England: Vanarama National League South",233
"1246",1069025,"England: Vanarama National League South",233
"1247",1069026,"England: Vanarama National League South",233
"1248",1069027,"England: Vanarama National League South",233
"1249",1069028,"England: Vanarama National League South",233
"1250",1069029,"England: Vanarama National League South",233
"1251",1069030,"England: Vanarama National League South",233
"1252",1069031,"England: Vanarama National League South",233
"1253",1069032,"England: Vanarama National League South",233
"1254",1069033,"England: Southern Premier League",287
"1255",1069034,"England: Southern Premier League",287
"1256",1069035,"England: Southern Premier League",287
"1257",1069036,"England: Southern Premier League",287
"1258",1069037,"England: Southern Premier League",287
"1259",1069038,"England: Southern Premier League",287
"1260",1069039,"England: Southern Premier League",287
"1261",1069040,"England: Southern Premier League",287
"1262",1069041,"England: Southern Premier League",287
"1263",1069042,"England: Southern Premier League",287
"1264",1069043,"England: Southern Premier League",287
"1265",1069044,"England: Southern Premier League",287
"1266",1069045,"England: Northern Premier League",293
"1267",1069046,"England: Northern Premier League",293
"1268",1069047,"England: Northern Premier League",293
"1269",1069048,"England: Northern Premier League",293
"1270",1069049,"England: Northern Premier League",293
"1271",1069050,"England: Northern Premier League",293
"1272",1069051,"England: Northern Premier League",293
"1273",1069052,"England: Northern Premier League",293
"1274",1069053,"England: Northern Premier League",293
"1275",1069054,"England: Northern Premier League",293
"1276",1069055,"England: Northern Premier League",293
"1277",1069056,"England: Northern Premier League",293
"1278",1069057,"England: Ryman League",313
"1279",1069058,"England: Ryman League",313
"1280",1069059,"England: Ryman League",313
"1281",1069060,"England: Ryman League",313
"1282",1069061,"England: Ryman League",313
"1283",1069062,"England: Ryman League",313
"1284",1069063,"England: Ryman League",313
"1285",1069064,"England: Ryman League",313
"1286",1069065,"England: Ryman League",313
"1287",1069066,"England: Ryman League",313
"1288",1069067,"England: Ryman League",313
"1289",1069074,"England: FA Trophy",183
"1290",1069097,"England: FA Trophy",183
"1291",1069142,"Israel: Ligat ha'Al",150
"1292",1069145,"Northern Ireland: NIFL Premiership",129
"1293",1069146,"Northern Ireland: NIFL Premiership",129
"1294",1069147,"Northern Ireland: NIFL Premiership",129
"1295",1069148,"Northern Ireland: NIFL Premiership",129
"1296",1069149,"Northern Ireland: NIFL Premiership",129
"1297",1069150,"Northern Ireland: NIFL Premiership",129
"1298",1069161,"Portugal: Segunda Liga",293
"1299",1069200,"Scotland: Premiership",115
"1300",1069201,"Scotland: Premiership",115
"1301",1069202,"Scotland: Premiership",115
"1302",1069203,"Scotland: Premiership",115
"1303",1069204,"Scotland: Premiership",115
"1304",1069215,"Scotland: League Two",104
"1305",1069216,"Scotland: League Two",104
"1306",1069217,"Scotland: League Two",104
"1307",1069218,"Scotland: League Two",104
"1308",1069219,"Scotland: League Two",104
"1309",1069223,"Spain: Primera Division",224
"1310",1069224,"Spain: Segunda Division B - Group 2",231
"1311",1069244,"Tunisia: Ligue Professionnelle 1",137
"1312",1069245,"Tunisia: Ligue Professionnelle 1",137
"1313",1069246,"Tunisia: Ligue Professionnelle 1",137
"1314",1069247,"Tunisia: Ligue Professionnelle 1",137
"1315",1069248,"Tunisia: Ligue Professionnelle 1",137
"1316",1069250,"World: Friendly International",208
"1317",1069254,"Israel: Ligat ha'Al",150
"1318",1069259,"Cyprus: First Division",149
"1319",1069260,"Cyprus: First Division",149
"1320",1069267,"Malta: Premier League",123
"1321",1069268,"Morocco: Botola Pro",133
"1322",1069276,"Poland: Division 1",100
"1323",1069277,"Poland: Division 1",100
"1324",1069279,"Portugal: Primeira Liga",177
"1325",1069280,"Portugal: Primeira Liga",177
"1326",1069281,"Portugal: Segunda Liga",293
"1327",1069282,"Portugal: Segunda Liga",293
"1328",1069283,"Portugal: Segunda Liga",293
"1329",1069284,"Portugal: Segunda Liga",293
"1330",1069285,"Portugal: Segunda Liga",293
"1331",1069286,"Portugal: Segunda Liga",293
"1332",1069287,"Portugal: Segunda Liga",293
"1333",1069297,"Spain: Segunda Division B - Group 1",230
"1334",1069298,"Spain: Segunda Division B - Group 1",230
"1335",1069299,"Spain: Segunda Division B - Group 1",230
"1336",1069300,"Spain: Segunda Division B - Group 1",230
"1337",1069301,"Spain: Segunda Division B - Group 3",219
"1338",1069311,"Greece: Super League",164
"1339",1069312,"Malta: Premier League",123
"1340",1069314,"Chile: Primera Division",130
"1341",1069315,"France: Ligue 1",221
"1342",1069316,"Italy: Lega Pro - Group A",192
"1343",1069317,"Italy: Lega Pro - Group A",192
"1344",1069318,"Italy: Lega Pro - Group A",192
"1345",1069319,"Italy: Lega Pro - Group C",198
"1346",1069320,"Italy: Lega Pro - Group C",198
"1347",1069321,"Morocco: Botola Pro",133
"1348",1069322,"Portugal: Segunda Liga",293
"1349",1069323,"Romania: Liga 1",109
"1350",1069325,"Spain: Superliga Women",136
"1351",1069331,"Belgium: Jupiler League",155
"1352",1069332,"Belgium: Proximus League",170
"1353",1069362,"Israel: Ligat ha'Al",150
"1354",1069363,"Italy: Serie A",228
"1355",1069366,"Poland: Ekstraklasa",122
"1356",1069367,"Poland: Division 1",100
"1357",1069368,"Poland: Division 1",100
"1358",1069369,"Portugal: Segunda Liga",293
"1359",1069370,"Portugal: Segunda Liga",293
"1360",1069371,"Portugal: Segunda Liga",293
"1361",1069373,"Spain: Segunda Division",251
"1362",1069374,"Spain: Segunda Division",251
"1363",1069375,"Spain: Segunda Division",251
"1364",1069376,"Spain: Segunda Division",251
"1365",1069377,"Spain: Segunda Division B - Group 2",231
"1366",1069378,"Spain: Segunda Division B - Group 2",231
"1367",1069379,"Spain: Segunda Division B - Group 3",219
"1368",1069380,"Spain: Segunda Division B - Group 4",228
"1369",1069386,"Turkey: Super Lig",161
"1370",1069387,"Turkey: Super Lig",161
"1371",1069388,"Turkey: PTT 1. Lig",162
"1372",1069389,"Turkey: PTT 1. Lig",162
"1373",1069392,"Argentina: Primera B Metropolitana",148
"1374",1069394,"Spain: Primera Division",224
"1375",1069395,"Wales: Premier League",128
"1376",1069400,"England: Premier League",211
"1377",1069404,"Netherlands: Eredivisie",175
"1378",1069406,"Spain: Segunda Division B - Group 2",231
"1379",1069407,"Spain: Superliga Women",136
"1380",1069415,"Spain: Superliga Women",136
"1381",1069416,"Argentina: Primera B Nacional",171
"1382",1069423,"Cyprus: First Division",149
"1383",1069425,"Israel: Ligat ha'Al",150
"1384",1069426,"Israel: Ligat ha'Al",150
"1385",1069427,"Serbia: Super Liga",118
"1386",1069428,"Serbia: Super Liga",118
"1387",1069429,"Belgium: Proximus League",170
"1388",1069431,"Belgium: Belgium Third Division Group A",157
"1389",1069435,"Greece: Super League",164
"1390",1069436,"Peru: Primera Division",154
"1391",1069437,"Portugal: Primeira Liga",177
"1392",1069439,"Netherlands: Eredivisie",175
"1393",1069440,"Netherlands: Eredivisie",175
"1394",1069442,"Argentina: Primera Division",203
"1395",1069443,"Belgium: Jupiler League",155
"1396",1069444,"Belgium: Jupiler League",155
"1397",1069445,"Belgium: Proximus League",170
"1398",1069446,"Belgium: Proximus League",170
"1399",1069447,"Belgium: Proximus League",170
"1400",1069448,"Belgium: Proximus League",170
"1401",1069449,"Belgium: Belgium Third Division Group A",157
"1402",1069450,"Belgium: Belgium Third Division Group A",157
"1403",1069451,"Belgium: Belgium Third Division Group B",182
"1404",1069452,"Belgium: Belgium Third Division Group B",182
"1405",1069453,"Belgium: Belgium Third Division Group B",182
"1406",1069455,"France: Ligue 1",221
"1407",1069456,"France: Ligue 1",221
"1408",1069457,"France: Ligue 1",221
"1409",1069458,"France: Ligue 1",221
"1410",1069461,"Morocco: Botola Pro",133
"1411",1069462,"Romania: Liga 1",109
"1412",1069467,"Spain: Segunda Division",251
"1413",1069469,"Argentina: Primera B Metropolitana",148
"1414",1069472,"Belgium: Jupiler League",155
"1415",1069473,"Chile: Primera Division",130
"1416",1069475,"Italy: Lega Pro - Group A",192
"1417",1069476,"Italy: Lega Pro - Group A",192
"1418",1069477,"Italy: Lega Pro - Group A",192
"1419",1069478,"Italy: Lega Pro - Group C",198
"1420",1069479,"Italy: Lega Pro - Group C",198
"1421",1069480,"Poland: Ekstraklasa",122
"1422",1069481,"Spain: Primera Division",224
"1423",1069482,"Uruguay: Primera Division",115
"1424",1069483,"Uruguay: Primera Division",115
"1425",1069484,"Uruguay: Primera Division",115
"1426",1069486,"Italy: Serie A",228
"1427",1069487,"Italy: Lega Pro - Group C",198
"1428",1069488,"Netherlands: Eredivisie",175
"1429",1069489,"Argentina: Primera B Nacional",171
"1430",1069495,"Chile: Primera B",116
"1431",1069496,"Colombia: Liga Aguila",185
"1432",1069497,"Argentina: Primera Division",203
"1433",1069506,"Brazil: Série B",150
"1434",1069507,"Brazil: Série B",150
"1435",1069508,"Brazil: Série B",150
"1436",1069509,"Brazil: Série B",150
"1437",1069510,"Brazil: Série B",150
"1438",1069512,"Portugal: Primeira Liga",177
"1439",1069514,"Chile: Primera B",116
"1440",1069515,"Colombia: Torneo Aguila",102
"1441",1069516,"Peru: Primera Division",154
"1442",1069518,"Spain: Primera Division",224
"1443",1069519,"Spain: Primera Division",224
"1444",1069520,"Venezuela: Primera Division",165
"1445",1069521,"Argentina: Primera Division",203
"1446",1069523,"Chile: Primera Division",130
"1447",1069524,"Colombia: Liga Aguila",185
"1448",1069526,"Argentina: Primera Division",203
"1449",1069528,"Argentina: Primera B Nacional",171
"1450",1069529,"Brazil: Série A",150
"1451",1069530,"Brazil: Série A",150
"1452",1069533,"Mexico: Primera Division",166
"1453",1069534,"Mexico: Liga de Ascenso",134
"1454",1069535,"Mexico: Liga de Ascenso",134
"1455",1069536,"Paraguay: Primera Division",110
"1456",1069537,"Paraguay: Primera Division",110
"1457",1069538,"Peru: Primera Division",154
"1458",1069540,"Colombia: Liga Aguila",185
"1459",1069547,"Paraguay: Primera Division",110
"1460",1069548,"Argentina: Primera Division",203
"1461",1069549,"Argentina: Primera B Nacional",171
"1462",1069550,"Chile: Primera B",116
"1463",1069554,"Venezuela: Primera Division",165
"1464",1069555,"Argentina: Primera B Metropolitana",148
"1465",1069556,"Argentina: Primera B Nacional",171
"1466",1069558,"Brazil: Série A",150
"1467",1069559,"Brazil: Série B",150
"1468",1069561,"Mexico: Primera Division",166
"1469",1069562,"Mexico: Primera Division",166
"1470",1069563,"Mexico: Liga de Ascenso",134
"1471",1069566,"El Salvador: Primera Division",129
"1472",1069569,"Colombia: Liga Aguila",185
"1473",1069570,"Costa Rica: Primera Division",151
"1474",1069571,"El Salvador: Primera Division",129
"1475",1069574,"Mexico: Liga de Ascenso",134
"1476",1069575,"Peru: Primera Division",154
"1477",1069576,"Mexico: Primera Division",166
"1478",1069577,"Guatemala: Liga Nacional",139
"1479",1069578,"Mexico: Primera Division",166
"1480",1069584,"Japan: J-League Division 2",137
"1481",1069585,"Japan: J-League Division 2",137
"1482",1069586,"Japan: J-League Division 2",137
"1483",1072419,"Argentina: Primera B Metropolitana",148
"1484",1081096,"Japan: J-League Division 2",137
"1485",1081104,"Japan: J-League Division 2",137
"1486",1081105,"Japan: J-League Division 2",137
"1487",1081107,"Japan: J-League Division 2",137
"1488",1081108,"Japan: J-League Division 2",137
"1489",1081112,"Japan: J-League Division 2",137
"1490",1081113,"Japan: J-League Division 2",137
"1491",1081123,"Czech Republic: Youth League",107
"1492",1081150,"Russia: Division 1",137
"1493",1081151,"Spain: Superliga Women",136
"1494",1081154,"Japan: J-League Division 2",137
"1495",1081157,"Russia: Division 1",137
"1496",1081158,"Spain: Primera Division",224
"1497",1081159,"Spain: Segunda Division",251
"1498",1081160,"Spain: Segunda Division B - Group 1",230
"1499",1081161,"Spain: Segunda Division B - Group 2",231
"1500",1081162,"Spain: Segunda Division B - Group 2",231
"1501",1081163,"Spain: Segunda Division B - Group 2",231
"1502",1081164,"Spain: Segunda Division B - Group 3",219
"1503",1081165,"Spain: Segunda Division B - Group 3",219
"1504",1081166,"Spain: Segunda Division B - Group 3",219
"1505",1081168,"Spain: Segunda Division B - Group 4",228
"1506",1081169,"Spain: Segunda Division B - Group 4",228
"1507",1081170,"Spain: Segunda Division B - Group 4",228
"1508",1081171,"Spain: Superliga Women",136
"1509",1081172,"Spain: Segunda Division B - Group 2",231
"1510",1081173,"Spain: Superliga Women",136
"1511",1081174,"Italy: Serie A",228
"1512",1081175,"Netherlands: Eredivisie",175
"1513",1081177,"Spain: Superliga Women",136
"1514",1081178,"Spain: Superliga Women",136
"1515",1081179,"Poland: Division 1",100
"1516",1081183,"England: Championship",308
"1517",1081184,"England: Premier League U21",125
"1518",1081195,"Germany: Regionalliga Nordost",130
"1519",1081196,"Germany: Regionalliga Nordost",130
"1520",1081201,"Russia: Division 1",137
"1521",1081202,"Russia: Division 1",137
"1522",1081203,"Turkey: Super Lig",161
"1523",1081204,"Turkey: PTT 1. Lig",162
"1524",1081205,"Turkey: TFF 2. Lig White Group",103
"1525",1081208,"Germany: 2. Bundesliga",148
"1526",1081209,"Germany: 2. Bundesliga",148
"1527",1081210,"Germany: 2. Bundesliga",148
"1528",1081211,"Germany: Regionalliga Nordost",130
"1529",1081212,"Germany: Regionalliga Nordost",130
"1530",1081213,"Germany: Regionalliga Nordost",130
"1531",1081214,"Germany: Regionalliga Nordost",130
"1532",1081215,"Germany: Regionalliga Nordost",130
"1533",1081218,"Scotland: Premiership",115
"1534",1081233,"Czech Republic: Youth League",107
"1535",1081240,"France: Ligue 1",221
"1536",1081241,"Germany: 3. Liga",189
"1537",1081242,"Germany: Regionalliga North",118
"1538",1081243,"Germany: Regionalliga North",118
"1539",1081244,"Germany: Regionalliga North",118
"1540",1081245,"Germany: Regionalliga West",143
"1541",1081246,"Germany: Regionalliga West",143
"1542",1081247,"Germany: Regionalliga Sudwest",110
"1543",1081248,"Germany: Regionalliga Bayern",102
"1544",1081261,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1545",1081269,"Italy: Lega Pro - Group B",194
"1546",1081284,"Belgium: Jupiler League",155
"1547",1081290,"England: Premier League",211
"1548",1081292,"Italy: Lega Pro - Group C",198
"1549",1081296,"Netherlands: Eredivisie",175
"1550",1081297,"Netherlands: Eredivisie",175
"1551",1081309,"Turkey: TFF 2. Lig White Group",103
"1552",1081311,"Turkey: TFF 2. Lig White Group",103
"1553",1081320,"Belgium: Proximus League",170
"1554",1081321,"Belgium: Belgium Third Division Group A",157
"1555",1081322,"Belgium: Belgium Third Division Group A",157
"1556",1081323,"Belgium: Belgium Third Division Group A",157
"1557",1081325,"Belgium: Belgium Third Division Group A",157
"1558",1081329,"Belgium: Belgium Third Division Group B",182
"1559",1081330,"Belgium: Belgium Third Division Group B",182
"1560",1081331,"Belgium: Belgium Third Division Group B",182
"1561",1081336,"Czech Republic: Youth League",107
"1562",1081355,"Germany: Regionalliga North",118
"1563",1081356,"Germany: Regionalliga North",118
"1564",1081362,"Germany: Oberliga Westfalen",124
"1565",1081363,"Germany: Oberliga Westfalen",124
"1566",1081364,"Germany: Oberliga Westfalen",124
"1567",1081365,"Germany: Oberliga Westfalen",124
"1568",1081366,"Germany: Oberliga Westfalen",124
"1569",1081367,"Germany: Oberliga Westfalen",124
"1570",1081368,"Germany: Oberliga Westfalen",124
"1571",1081369,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1572",1081370,"Germany: Oberliga Rheinland-Pfalz/Saar",102
"1573",1081372,"Germany: Oberliga Baden-Württemberg",125
"1574",1081376,"Germany: Oberliga Niederrhein",115
"1575",1081377,"Germany: Oberliga Niederrhein",115
"1576",1081378,"Germany: Oberliga Niederrhein",115
"1577",1081379,"Germany: Oberliga Niederrhein",115
"1578",1081380,"Germany: Oberliga Niederrhein",115
"1579",1081381,"Germany: Oberliga Niederrhein",115
"1580",1081382,"Germany: Oberliga Niederrhein",115
"1581",1081383,"Germany: Oberliga Niederrhein",115
"1582",1081384,"Germany: Oberliga Niederrhein",115
"1583",1081385,"Greece: Super League",164
"1584",1081386,"Greece: Football League",165
"1585",1081387,"Greece: Football League",165
"1586",1081388,"Greece: Football League",165
"1587",1081389,"Greece: Football League",165
"1588",1081390,"Greece: Football League",165
"1589",1081391,"Greece: Football League",165
"1590",1081419,"Italy: Serie A",228
"1591",1081420,"Italy: Serie A",228
"1592",1081421,"Italy: Serie A",228
"1593",1081422,"Italy: Lega Pro - Group B",194
"1594",1081423,"Italy: Lega Pro - Group B",194
"1595",1081424,"Italy: Lega Pro - Group B",194
"1596",1081425,"Italy: Lega Pro - Group B",194
"1597",1081509,"Malta: Premier League",123
"1598",1081527,"Russia: Division 1",137
"1599",1081528,"Russia: Division 1",137
"1600",1081565,"Turkey: PTT 1. Lig",162
"1601",1081582,"Germany: Bundesliga",164
"1602",1081588,"Poland: Ekstraklasa",122
"1603",1081589,"Poland: Ekstraklasa",122
"1604",1081617,"Brazil: Série A",150
"1605",1081618,"Brazil: Série A",150
"1606",1081640,"Morocco: Botola Pro",133
"1607",1081643,"Russia: Division 1",137
"1608",1081644,"Russia: Division 1",137
"1609",1081646,"Spain: Primera Division",224
"1610",1081656,"Turkey: Super Lig",161
"1611",1081672,"Turkey: PTT 1. Lig",162
"1612",1081673,"Netherlands: Eredivisie",175
"1613",1081674,"Argentina: Primera B Metropolitana",148
"1614",1081676,"Chile: Primera Division",130
"1615",1081677,"Cyprus: First Division",149
"1616",1081678,"England: Premier League",211
"1617",1081679,"England: Premier League",211
"1618",1081682,"France: Ligue 1",221
"1619",1081683,"France: Ligue 1",221
"1620",1081684,"Malta: Premier League",123
"1621",1081685,"Morocco: Botola Pro",133
"1622",1081694,"Portugal: Primeira Liga",177
"1623",1081695,"Russia: Division 1",137
"1624",1081696,"Spain: Segunda Division",251
"1625",1081697,"Spain: Segunda Division",251
"1626",1081698,"Spain: Segunda Division",251
"1627",1081699,"Spain: Segunda Division",251
"1628",1081700,"Spain: Segunda Division B - Group 1",230
"1629",1081701,"Spain: Segunda Division B - Group 1",230
"1630",1081702,"Spain: Segunda Division B - Group 1",230
"1631",1081703,"Spain: Segunda Division B - Group 1",230
"1632",1081704,"Spain: Segunda Division B - Group 1",230
"1633",1081705,"Spain: Segunda Division B - Group 3",219
"1634",1081706,"Spain: Segunda Division B - Group 3",219
"1635",1081710,"Argentina: Primera B Metropolitana",148
"1636",1081712,"Greece: Super League",164
"1637",1081713,"Greece: Super League",164
"1638",1081719,"Germany: Bundesliga",164
"1639",1081720,"Germany: Bundesliga",164
"1640",1081721,"Italy: Lega Pro - Group B",194
"1641",1081722,"Italy: Lega Pro - Group B",194
"1642",1081723,"Italy: Lega Pro - Group B",194
"1643",1081724,"Italy: Lega Pro - Group B",194
"1644",1081725,"Romania: Liga 1",109
"1645",1081726,"Spain: Segunda Division B - Group 4",228
"1646",1081727,"Spain: Segunda Division B - Group 4",228
"1647",1081730,"Turkey: PTT 1. Lig",162
"1648",1081734,"Argentina: Primera B Metropolitana",148
"1649",1081737,"Belgium: Jupiler League",155
"1650",1081738,"Cyprus: First Division",149
"1651",1081739,"Cyprus: First Division",149
"1652",1081744,"Germany: Regionalliga Sudwest",110
"1653",1081745,"Italy: Serie A",228
"1654",1081746,"Italy: Serie A",228
"1655",1081754,"Poland: Ekstraklasa",122
"1656",1081756,"Russia: Division 1",137
"1657",1081757,"Spain: Segunda Division B - Group 2",231
"1658",1081758,"Spain: Segunda Division B - Group 2",231
"1659",1081759,"Spain: Segunda Division B - Group 3",219
"1660",1081760,"Spain: Segunda Division B - Group 3",219
"1661",1081761,"Spain: Segunda Division B - Group 4",228
"1662",1081762,"Spain: Segunda Division B - Group 4",228
"1663",1081763,"Spain: Segunda Division B - Group 4",228
"1664",1081764,"Spain: Segunda Division B - Group 4",228
"1665",1081765,"Turkey: Super Lig",161
"1666",1081766,"Turkey: TFF 2. Lig White Group",103
"1667",1081767,"Peru: Primera Division",154
"1668",1081768,"Spain: Primera Division",224
"1669",1081771,"Colombia: Torneo Aguila",102
"1670",1081777,"Argentina: Primera Division",203
"1671",1081786,"Costa Rica: Primera Division",151
"1672",1081787,"Costa Rica: Primera Division",151
"1673",1081788,"Costa Rica: Primera Division",151
"1674",1081794,"Guatemala: Liga Nacional",139
"1675",1081795,"Guatemala: Liga Nacional",139
"1676",1081796,"Guatemala: Liga Nacional",139
"1677",1081797,"Mexico: Primera Division",166
"1678",1081798,"Portugal: Primeira Liga",177
"1679",1081799,"Turkey: Super Lig",161
"1680",1081800,"Guatemala: Liga Nacional",139
"1681",1081801,"Portugal: Primeira Liga",177
"1682",1081802,"Spain: Segunda Division",251
"1683",1081804,"Greece: Super League",164
"1684",1081806,"Argentina: Primera B Nacional",171
"1685",1081807,"Belgium: Jupiler League",155
"1686",1081808,"Guatemala: Liga Nacional",139
"1687",1081810,"Romania: Liga 1",109
"1688",1081815,"Morocco: Botola Pro",133
"1689",1081817,"Chile: Primera Division",130
"1690",1081818,"Chile: Primera B",116
"1691",1081819,"Chile: Primera B",116
"1692",1081820,"Chile: Primera B",116
"1693",1081821,"Peru: Primera Division",154
"1694",1081823,"Spain: Primera Division",224
"1695",1081824,"Uruguay: Primera Division",115
"1696",1081825,"Uruguay: Primera Division",115
"1697",1081826,"Uruguay: Primera Division",115
"1698",1081827,"Uruguay: Primera Division",115
"1699",1081829,"Italy: Serie A",228
"1700",1081830,"Italy: Serie A",228
"1701",1081831,"Argentina: Primera Division",203
"1702",1081832,"Argentina: Primera B Nacional",171
"1703",1081836,"Brazil: Série A",150
"1704",1081837,"Brazil: Série A",150
"1705",1081838,"Brazil: Série A",150
"1706",1081839,"Brazil: Série A",150
"1707",1081845,"Chile: Primera B",116
"1708",1081846,"France: Ligue 1",221
"1709",1081848,"Argentina: Primera Division",203
"1710",1081856,"Portugal: Primeira Liga",177
"1711",1081857,"Venezuela: Primera Division",165
"1712",1081858,"Argentina: Primera B Nacional",171
"1713",1081864,"Chile: Primera B",116
"1714",1081865,"Colombia: Torneo Aguila",102
"1715",1081866,"Colombia: Torneo Aguila",102
"1716",1081868,"Venezuela: Primera Division",165
"1717",1081869,"Argentina: Primera B Nacional",171
"1718",1081871,"Colombia: Liga Aguila",185
"1719",1081872,"Colombia: Torneo Aguila",102
"1720",1081873,"Costa Rica: Primera Division",151
"1721",1081875,"Venezuela: Primera Division",165
"1722",1081876,"Venezuela: Primera Division",165
"1723",1081877,"Venezuela: Primera Division",165
"1724",1081879,"Chile: Primera Division",130
"1725",1081880,"El Salvador: Primera Division",129
"1726",1081881,"El Salvador: Primera Division",129
"1727",1081882,"El Salvador: Primera Division",129
"1728",1081883,"Peru: Primera Division",154
"1729",1081884,"Uruguay: Primera Division",115
"1730",1081887,"Argentina: Primera Division",203
"1731",1081889,"Brazil: Série A",150
"1732",1081891,"Venezuela: Primera Division",165
"1733",1081892,"Venezuela: Primera Division",165
"1734",1081894,"Colombia: Liga Aguila",185
"1735",1081895,"Costa Rica: Primera Division",151
"1736",1081896,"El Salvador: Primera Division",129
"1737",1081900,"Mexico: Primera Division",166
"1738",1081902,"Paraguay: Primera Division",110
"1739",1081903,"Argentina: Primera Division",203
"1740",1081905,"Colombia: Liga Aguila",185
"1741",1081906,"Venezuela: Primera Division",165
"1742",1081911,"Argentina: Primera B Nacional",171
"1743",1081913,"Chile: Primera Division",130
"1744",1081915,"Paraguay: Primera Division",110
"1745",1081916,"Argentina: Primera Division",203
"1746",1081917,"Argentina: Primera B Nacional",171
"1747",1081919,"Colombia: Liga Aguila",185
"1748",1093036,"Czech Republic: Youth League",107
"1749",1093037,"Czech Republic: Youth League",107
"1750",1093052,"Czech Republic: Youth League",107
"1751",1093053,"Czech Republic: Youth League",107
"1752",1093057,"Czech Republic: Youth League",107
"1753",1093064,"Greece: Football League",165
"1754",1093076,"Cyprus: First Division",149
"1755",1093077,"Israel: Leumit League",179
"1756",1093078,"Israel: Leumit League",179
"1757",1093082,"Greece: Super League",164
"1758",1093083,"Argentina: Primera B Metropolitana",148
"1759",1093085,"Israel: Leumit League",179
"1760",1093086,"Morocco: Botola Pro",133
"1761",1093090,"Serbia: Super Liga",118
"1762",1093096,"Israel: Ligat ha'Al",150
"1763",1093097,"Argentina: Primera B Metropolitana",148
"1764",1093100,"Romania: Liga 1",109
"1765",1093101,"Germany: 2. Bundesliga",148
"1766",1093102,"France: Ligue 2",211
"1767",1093103,"Italy: Serie B",271
"1768",1093104,"England: Southern Premier League",287
"1769",1093106,"England: Northern Premier League",293
"1770",1093107,"Colombia: Torneo Aguila",102
"1771",1093109,"Argentina: Primera Division",203
"1772",1093110,"Colombia: Torneo Aguila",102
"1773",1093111,"Argentina: Primera Division",203
"1774",1093112,"Colombia: Torneo Aguila",102
