"","match_id","league","n_games"
"30479",18535104,NA,61573
"30480",18535105,NA,61573
"30481",18535106,NA,61573
"30482",18535107,NA,61573
"30483",18535108,NA,61573
"30484",18535109,NA,61573
"30485",18535110,NA,61573
"30486",18535111,NA,61573
"30487",18535113,NA,61573
"30488",18535114,NA,61573
"30489",18535115,NA,61573
"30490",18535116,NA,61573
"30491",18535117,NA,61573
"30492",18535118,NA,61573
"30493",18535119,NA,61573
"30494",18535120,NA,61573
"30495",18535122,NA,61573
"30496",18535124,NA,61573
"30497",18535125,NA,61573
"30498",18535134,NA,61573
"30499",18535135,NA,61573
"30500",18535137,NA,61573
"30501",18535138,NA,61573
"30502",18535139,NA,61573
"30503",18535140,NA,61573
"30504",18535141,NA,61573
"30505",18535142,NA,61573
"30506",18535143,NA,61573
"30507",18535144,NA,61573
"30508",18535147,NA,61573
"30509",18535148,NA,61573
"30510",18535149,NA,61573
"30511",18535150,NA,61573
"30512",18535151,NA,61573
"30513",18535152,NA,61573
"30514",18535153,NA,61573
"30515",18535155,NA,61573
"30516",18535156,NA,61573
"30517",18535157,NA,61573
"30518",18535159,NA,61573
"30519",18535163,NA,61573
"30520",18535166,NA,61573
"30521",18535169,NA,61573
"30522",18535171,NA,61573
"30523",18535172,NA,61573
"30524",18535173,NA,61573
"30525",18535176,NA,61573
"30526",18535178,NA,61573
"30527",18535179,NA,61573
"30528",18535180,NA,61573
"30529",18535181,NA,61573
"30530",18535183,NA,61573
"30531",18535185,NA,61573
"30532",18535187,NA,61573
"30533",18535189,NA,61573
"30534",18535192,NA,61573
"30535",18535194,NA,61573
"30536",18535195,NA,61573
"30537",18535197,NA,61573
"30538",18535199,NA,61573
"30539",18535201,NA,61573
"30540",18535203,NA,61573
"30541",18535205,NA,61573
"30542",18535207,NA,61573
"30543",18535209,NA,61573
"30544",18535212,NA,61573
"30545",18535216,NA,61573
"30546",18535217,NA,61573
"30547",18535219,NA,61573
"30548",18535220,NA,61573
"30549",18535222,NA,61573
"30550",18535225,NA,61573
"30551",18535227,NA,61573
"30552",18535239,NA,61573
"30553",18535241,NA,61573
"30554",18535243,NA,61573
"30555",18535245,NA,61573
"30556",18535247,NA,61573
"30557",18535249,NA,61573
"30558",18535251,NA,61573
"30559",18535253,NA,61573
"30560",18535256,NA,61573
"30561",18535259,NA,61573
"30562",18535261,NA,61573
"30563",18535263,NA,61573
"30564",18535266,NA,61573
"30565",18535267,NA,61573
"30566",18535268,NA,61573
"30567",18535269,NA,61573
"30568",18535270,NA,61573
"30569",18535272,NA,61573
"30570",18535273,NA,61573
"30571",18535274,NA,61573
"30572",18535275,NA,61573
"30573",18535276,NA,61573
"30574",18535277,NA,61573
"30575",18535278,NA,61573
"30576",18535279,NA,61573
"30577",18535280,NA,61573
"30578",18535281,NA,61573
"30579",18535282,NA,61573
"30580",18535283,NA,61573
"30581",18535284,NA,61573
"30582",18535285,NA,61573
"30583",18535286,NA,61573
"30584",18535287,NA,61573
"30585",18535288,NA,61573
"30586",18535289,NA,61573
"30587",1859079,NA,61573
"30588",1859096,NA,61573
"30589",18641288,NA,61573
"30590",18641391,NA,61573
"30591",1866307,NA,61573
"30592",1866310,NA,61573
"30593",1866357,NA,61573
"30594",1866360,NA,61573
"30595",1866362,NA,61573
"30596",1866366,NA,61573
"30597",1866459,NA,61573
"30598",1866478,NA,61573
"30599",1866538,NA,61573
"30600",1866543,NA,61573
"30601",1866557,NA,61573
"30602",1866564,NA,61573
"30603",1866565,NA,61573
"30604",1866567,NA,61573
"30605",1866574,NA,61573
"30606",1866576,NA,61573
"30607",1866591,NA,61573
"30608",1866592,NA,61573
"30609",1866637,NA,61573
"30610",1866671,NA,61573
"30611",1866672,NA,61573
"30612",1866674,NA,61573
"30613",1866676,NA,61573
"30614",1866679,NA,61573
"30615",1866728,NA,61573
"30616",1866732,NA,61573
"30617",1866738,NA,61573
"30618",1866820,NA,61573
"30619",18688457,NA,61573
"30620",18717689,NA,61573
"30621",1874418,NA,61573
"30622",1874433,NA,61573
"30623",1874448,NA,61573
"30624",1874450,NA,61573
"30625",1874452,NA,61573
"30626",1874455,NA,61573
"30627",1874643,NA,61573
"30628",1874646,NA,61573
"30629",1874647,NA,61573
"30630",1874648,NA,61573
"30631",1874651,NA,61573
"30632",1874921,NA,61573
"30633",18810216,NA,61573
"30634",18810218,NA,61573
"30635",18810220,NA,61573
"30636",18810222,NA,61573
"30637",18810227,NA,61573
"30638",18810231,NA,61573
"30639",18810233,NA,61573
"30640",18810236,NA,61573
"30641",18810239,NA,61573
"30642",18810240,NA,61573
"30643",18810242,NA,61573
"30644",18810245,NA,61573
"30645",18810248,NA,61573
"30646",18810251,NA,61573
"30647",18810254,NA,61573
"30648",18810257,NA,61573
"30649",18810259,NA,61573
"30650",18810261,NA,61573
"30651",18810263,NA,61573
"30652",18810265,NA,61573
"30653",18810267,NA,61573
"30654",18810269,NA,61573
"30655",18810271,NA,61573
"30656",18810274,NA,61573
"30657",18810276,NA,61573
"30658",18810278,NA,61573
"30659",18810280,NA,61573
"30660",18810282,NA,61573
"30661",18810283,NA,61573
"30662",18810285,NA,61573
"30663",18810288,NA,61573
"30664",18810291,NA,61573
"30665",18810294,NA,61573
"30666",18810297,NA,61573
"30667",18810301,NA,61573
"30668",18810304,NA,61573
"30669",18810306,NA,61573
"30670",18810309,NA,61573
"30671",18810311,NA,61573
"30672",18810314,NA,61573
"30673",18810317,NA,61573
"30674",18810319,NA,61573
"30675",18810321,NA,61573
"30676",18810323,NA,61573
"30677",18810325,NA,61573
"30678",18810328,NA,61573
"30679",18810330,NA,61573
"30680",18810333,NA,61573
"30681",18810336,NA,61573
"30682",18810339,NA,61573
"30683",18810342,NA,61573
"30684",18810345,NA,61573
"30685",18810348,NA,61573
"30686",18810352,NA,61573
"30687",18810355,NA,61573
"30688",18810358,NA,61573
"30689",18810360,NA,61573
"30690",18810361,NA,61573
"30691",18810362,NA,61573
"30692",18810363,NA,61573
"30693",18810364,NA,61573
"30694",18810365,NA,61573
"30695",18810367,NA,61573
"30696",18810368,NA,61573
"30697",18810370,NA,61573
"30698",18810371,NA,61573
"30699",18810372,NA,61573
"30700",18810374,NA,61573
"30701",18810375,NA,61573
"30702",18810376,NA,61573
"30703",18810377,NA,61573
"30704",18810378,NA,61573
"30705",18810379,NA,61573
"30706",18810380,NA,61573
"30707",18810384,NA,61573
"30708",18810385,NA,61573
"30709",18810386,NA,61573
"30710",18810387,NA,61573
"30711",18810389,NA,61573
"30712",18810390,NA,61573
"30713",18810391,NA,61573
"30714",18810392,NA,61573
"30715",18810393,NA,61573
"30716",18810394,NA,61573
"30717",18810395,NA,61573
"30718",18810396,NA,61573
"30719",18810397,NA,61573
"30720",18810398,NA,61573
"30721",18810399,NA,61573
"30722",18810400,NA,61573
"30723",18810402,NA,61573
"30724",18810403,NA,61573
"30725",18810404,NA,61573
"30726",18810405,NA,61573
"30727",18810406,NA,61573
"30728",18810407,NA,61573
"30729",18810408,NA,61573
"30730",18810409,NA,61573
"30731",18810414,NA,61573
"30732",18810422,NA,61573
"30733",18810430,NA,61573
"30734",18810432,NA,61573
"30735",18810441,NA,61573
"30736",18810443,NA,61573
"30737",18810460,NA,61573
"30738",18810462,NA,61573
"30739",18810464,NA,61573
"30740",18810469,NA,61573
"30741",18810470,NA,61573
"30742",18810472,NA,61573
"30743",18810474,NA,61573
"30744",18810476,NA,61573
"30745",18810479,NA,61573
"30746",18810481,NA,61573
"30747",18810483,NA,61573
"30748",18810485,NA,61573
"30749",18810487,NA,61573
"30750",18810489,NA,61573
"30751",18810492,NA,61573
"30752",18810494,NA,61573
"30753",18810496,NA,61573
"30754",18810498,NA,61573
"30755",18810500,NA,61573
"30756",18810502,NA,61573
"30757",18810504,NA,61573
"30758",18810507,NA,61573
"30759",18810510,NA,61573
"30760",18810512,NA,61573
"30761",18810514,NA,61573
"30762",18810516,NA,61573
"30763",18810521,NA,61573
"30764",18810525,NA,61573
"30765",18810529,NA,61573
"30766",18810531,NA,61573
"30767",18810533,NA,61573
"30768",18810540,NA,61573
"30769",18810542,NA,61573
"30770",18810544,NA,61573
"30771",18810546,NA,61573
"30772",18810548,NA,61573
"30773",18810551,NA,61573
"30774",18810553,NA,61573
"30775",18810555,NA,61573
"30776",18810557,NA,61573
"30777",18810559,NA,61573
"30778",18810561,NA,61573
"30779",18810563,NA,61573
"30780",18810572,NA,61573
"30781",18810575,NA,61573
"30782",18810579,NA,61573
"30783",18810581,NA,61573
"30784",18810585,NA,61573
"30785",18810588,NA,61573
"30786",18810590,NA,61573
"30787",18810592,NA,61573
"30788",18810594,NA,61573
"30789",18810596,NA,61573
"30790",18810598,NA,61573
"30791",18810608,NA,61573
"30792",18810609,NA,61573
"30793",18810611,NA,61573
"30794",18810612,NA,61573
"30795",18810613,NA,61573
"30796",18810614,NA,61573
"30797",18810616,NA,61573
"30798",18810618,NA,61573
"30799",18810619,NA,61573
"30800",18810620,NA,61573
"30801",18810621,NA,61573
"30802",18810623,NA,61573
"30803",18810624,NA,61573
"30804",18810625,NA,61573
"30805",18810626,NA,61573
"30806",18810627,NA,61573
"30807",18810631,NA,61573
"30808",18810635,NA,61573
"30809",18810636,NA,61573
"30810",18810637,NA,61573
"30811",18810638,NA,61573
"30812",18810639,NA,61573
"30813",18810640,NA,61573
"30814",18810641,NA,61573
"30815",18810642,NA,61573
"30816",18810645,NA,61573
"30817",18810646,NA,61573
"30818",18810648,NA,61573
"30819",18810650,NA,61573
"30820",18810653,NA,61573
"30821",18810655,NA,61573
"30822",18810658,NA,61573
"30823",18810660,NA,61573
"30824",18810663,NA,61573
"30825",18810666,NA,61573
"30826",18810670,NA,61573
"30827",18810674,NA,61573
"30828",18810676,NA,61573
"30829",18810678,NA,61573
"30830",18810680,NA,61573
"30831",18810695,NA,61573
"30832",18810697,NA,61573
"30833",18810700,NA,61573
"30834",18810703,NA,61573
"30835",18810705,NA,61573
"30836",18810708,NA,61573
"30837",18810711,NA,61573
"30838",18810713,NA,61573
"30839",18810715,NA,61573
"30840",18810718,NA,61573
"30841",18810721,NA,61573
"30842",18810723,NA,61573
"30843",18810725,NA,61573
"30844",18810727,NA,61573
"30845",18810729,NA,61573
"30846",18810733,NA,61573
"30847",18810736,NA,61573
"30848",18810737,NA,61573
"30849",18810739,NA,61573
"30850",18810741,NA,61573
"30851",18810743,NA,61573
"30852",18810744,NA,61573
"30853",18810746,NA,61573
"30854",18810748,NA,61573
"30855",18810750,NA,61573
"30856",18810752,NA,61573
"30857",18810754,NA,61573
"30858",18810756,NA,61573
"30859",18810758,NA,61573
"30860",18810762,NA,61573
"30861",18810766,NA,61573
"30862",18810768,NA,61573
"30863",18810771,NA,61573
"30864",18810777,NA,61573
"30865",18810779,NA,61573
"30866",18810781,NA,61573
"30867",18810784,NA,61573
"30868",18810787,NA,61573
"30869",18810789,NA,61573
"30870",18810793,NA,61573
"30871",18810796,NA,61573
"30872",18810805,NA,61573
"30873",18810819,NA,61573
"30874",18810821,NA,61573
"30875",18810823,NA,61573
"30876",18810824,NA,61573
"30877",18810826,NA,61573
"30878",18810828,NA,61573
"30879",18810829,NA,61573
"30880",18810830,NA,61573
"30881",18810831,NA,61573
"30882",18810832,NA,61573
"30883",18810834,NA,61573
"30884",18810835,NA,61573
"30885",18810836,NA,61573
"30886",18810837,NA,61573
"30887",18810838,NA,61573
"30888",18810839,NA,61573
"30889",1882437,NA,61573
"30890",1882475,NA,61573
"30891",18865694,NA,61573
"30892",18865696,NA,61573
"30893",18865698,NA,61573
"30894",18865700,NA,61573
"30895",18865701,NA,61573
"30896",1893618,NA,61573
"30897",1893643,NA,61573
"30898",1893842,NA,61573
"30899",1893868,NA,61573
"30900",19104116,NA,61573
"30901",19104119,NA,61573
"30902",19104121,NA,61573
"30903",19104122,NA,61573
"30904",19104125,NA,61573
"30905",19104129,NA,61573
"30906",19104132,NA,61573
"30907",19104134,NA,61573
"30908",19104136,NA,61573
"30909",19104141,NA,61573
"30910",19104145,NA,61573
"30911",19104147,NA,61573
"30912",19104153,NA,61573
"30913",19104158,NA,61573
"30914",19104160,NA,61573
"30915",19104163,NA,61573
"30916",19126742,NA,61573
"30917",19335073,NA,61573
"30918",19335078,NA,61573
"30919",19335079,NA,61573
"30920",19335086,NA,61573
"30921",19335087,NA,61573
"30922",19335088,NA,61573
"30923",19335089,NA,61573
"30924",19335092,NA,61573
"30925",19335096,NA,61573
"30926",19335097,NA,61573
"30927",19335098,NA,61573
"30928",19335099,NA,61573
"30929",19335102,NA,61573
"30930",19335103,NA,61573
"30931",19335104,NA,61573
"30932",19335106,NA,61573
"30933",19335108,NA,61573
"30934",19335110,NA,61573
"30935",19335113,NA,61573
"30936",19335114,NA,61573
"30937",19335117,NA,61573
"30938",19335119,NA,61573
"30939",19335121,NA,61573
"30940",19335122,NA,61573
"30941",19335124,NA,61573
"30942",19335126,NA,61573
"30943",19335128,NA,61573
"30944",19335131,NA,61573
"30945",19335132,NA,61573
"30946",19335133,NA,61573
"30947",19335135,NA,61573
"30948",19335137,NA,61573
"30949",19335140,NA,61573
"30950",19335142,NA,61573
"30951",19335144,NA,61573
"30952",19394353,NA,61573
"30953",19417622,NA,61573
"30954",19489119,NA,61573
"30955",19489120,NA,61573
"30956",19489123,NA,61573
"30957",19489124,NA,61573
"30958",19489125,NA,61573
"30959",19489126,NA,61573
"30960",19489127,NA,61573
"30961",19489128,NA,61573
"30962",19489129,NA,61573
"30963",19489130,NA,61573
"30964",19489131,NA,61573
"30965",19489132,NA,61573
"30966",19489133,NA,61573
"30967",19489134,NA,61573
"30968",19489135,NA,61573
"30969",19489136,NA,61573
"30970",19489137,NA,61573
"30971",19489138,NA,61573
"30972",19489139,NA,61573
"30973",19489140,NA,61573
"30974",19489158,NA,61573
"30975",19489164,NA,61573
"30976",19489166,NA,61573
"30977",19489170,NA,61573
"30978",19489171,NA,61573
"30979",19489175,NA,61573
"30980",19489176,NA,61573
"30981",19489177,NA,61573
"30982",19489179,NA,61573
"30983",19489180,NA,61573
"30984",19489182,NA,61573
"30985",19489187,NA,61573
"30986",19489192,NA,61573
"30987",19489193,NA,61573
"30988",19489194,NA,61573
"30989",19489196,NA,61573
"30990",19489198,NA,61573
"30991",19489200,NA,61573
"30992",19489202,NA,61573
"30993",19489204,NA,61573
"30994",19489206,NA,61573
"30995",19489209,NA,61573
"30996",19489211,NA,61573
"30997",19489213,NA,61573
"30998",19489215,NA,61573
"30999",19489217,NA,61573
"31000",19489220,NA,61573
"31001",19489224,NA,61573
"31002",19489231,NA,61573
"31003",19489233,NA,61573
"31004",19489235,NA,61573
"31005",19489237,NA,61573
"31006",19489239,NA,61573
"31007",19489241,NA,61573
"31008",19489244,NA,61573
"31009",19489245,NA,61573
"31010",19489251,NA,61573
"31011",19489253,NA,61573
"31012",19489255,NA,61573
"31013",19489259,NA,61573
"31014",19489262,NA,61573
"31015",19489264,NA,61573
"31016",19489266,NA,61573
"31017",19489268,NA,61573
"31018",19489274,NA,61573
"31019",19489277,NA,61573
"31020",19489279,NA,61573
"31021",19489281,NA,61573
"31022",19489283,NA,61573
"31023",19489285,NA,61573
"31024",19489287,NA,61573
"31025",19489288,NA,61573
"31026",19489289,NA,61573
"31027",19489290,NA,61573
"31028",19489291,NA,61573
"31029",19489292,NA,61573
"31030",19489293,NA,61573
"31031",19489294,NA,61573
"31032",19489295,NA,61573
"31033",19489296,NA,61573
"31034",19489297,NA,61573
"31035",19489298,NA,61573
"31036",19489299,NA,61573
"31037",19489300,NA,61573
"31038",19489301,NA,61573
"31039",19489302,NA,61573
"31040",19489303,NA,61573
"31041",19489304,NA,61573
"31042",19489305,NA,61573
"31043",19489306,NA,61573
"31044",19489307,NA,61573
"31045",19489308,NA,61573
"31046",19503655,NA,61573
"31047",19676403,NA,61573
"31048",19676404,NA,61573
"31049",19676405,NA,61573
"31050",19676407,NA,61573
"31051",19676408,NA,61573
"31052",19676409,NA,61573
"31053",19676410,NA,61573
"31054",19676412,NA,61573
"31055",19676413,NA,61573
"31056",19676419,NA,61573
"31057",19676420,NA,61573
"31058",19676421,NA,61573
"31059",19676423,NA,61573
"31060",19676424,NA,61573
"31061",19676425,NA,61573
"31062",19676428,NA,61573
"31063",19676430,NA,61573
"31064",19676431,NA,61573
"31065",19676432,NA,61573
"31066",19676433,NA,61573
"31067",19676434,NA,61573
"31068",19676435,NA,61573
"31069",19676436,NA,61573
"31070",19676438,NA,61573
"31071",19676439,NA,61573
"31072",19676440,NA,61573
"31073",19676442,NA,61573
"31074",19676443,NA,61573
"31075",19676444,NA,61573
"31076",19676445,NA,61573
"31077",19676446,NA,61573
"31078",19676449,NA,61573
"31079",19676450,NA,61573
"31080",19676451,NA,61573
"31081",19688796,NA,61573
"31082",19694861,NA,61573
"31083",19723535,NA,61573
"31084",19725008,NA,61573
"31085",19737007,NA,61573
"31086",19738472,NA,61573
"31087",19783226,NA,61573
"31088",19783253,NA,61573
"31089",1982091,NA,61573
"31090",19874966,NA,61573
"31091",19874967,NA,61573
"31092",19874968,NA,61573
"31093",19874969,NA,61573
"31094",19874970,NA,61573
"31095",19874971,NA,61573
"31096",19874972,NA,61573
"31097",19874977,NA,61573
"31098",19874980,NA,61573
"31099",19874981,NA,61573
"31100",19874982,NA,61573
"31101",19874983,NA,61573
"31102",19874984,NA,61573
"31103",19874985,NA,61573
"31104",19874987,NA,61573
"31105",19874988,NA,61573
"31106",19874989,NA,61573
"31107",19874990,NA,61573
"31108",19874991,NA,61573
"31109",19874992,NA,61573
"31110",19874993,NA,61573
"31111",19874994,NA,61573
"31112",19874996,NA,61573
"31113",19874998,NA,61573
"31114",19875000,NA,61573
"31115",19875002,NA,61573
"31116",19875004,NA,61573
"31117",19875006,NA,61573
"31118",19875010,NA,61573
"31119",19875012,NA,61573
"31120",19875014,NA,61573
"31121",19875020,NA,61573
"31122",19875022,NA,61573
"31123",19875024,NA,61573
"31124",19875026,NA,61573
"31125",19875029,NA,61573
"31126",19875030,NA,61573
"31127",19875031,NA,61573
"31128",19875033,NA,61573
"31129",19875034,NA,61573
"31130",19875036,NA,61573
"31131",19875038,NA,61573
"31132",19875040,NA,61573
"31133",19875042,NA,61573
"31134",19875044,NA,61573
"31135",1989289,NA,61573
"31136",19908918,NA,61573
"31137",19931412,NA,61573
"31138",19970548,NA,61573
"31139",19970558,NA,61573
"31140",19970568,NA,61573
"31141",19970578,NA,61573
"31142",19970579,NA,61573
"31143",19972312,NA,61573
"31144",19991507,NA,61573
"31145",20102283,NA,61573
"31146",20102286,NA,61573
"31147",20102288,NA,61573
"31148",20102290,NA,61573
"31149",20102292,NA,61573
"31150",20102294,NA,61573
"31151",20102296,NA,61573
"31152",20102298,NA,61573
"31153",20102300,NA,61573
"31154",20102302,NA,61573
"31155",20102303,NA,61573
"31156",20102304,NA,61573
"31157",20102305,NA,61573
"31158",20102306,NA,61573
"31159",20102307,NA,61573
"31160",20102309,NA,61573
"31161",20102310,NA,61573
"31162",20102311,NA,61573
"31163",20102312,NA,61573
"31164",20102313,NA,61573
"31165",20102315,NA,61573
"31166",20102316,NA,61573
"31167",20102317,NA,61573
"31168",20102318,NA,61573
"31169",20102319,NA,61573
"31170",20102320,NA,61573
"31171",20102321,NA,61573
"31172",20102322,NA,61573
"31173",20102324,NA,61573
"31174",20102326,NA,61573
"31175",20102328,NA,61573
"31176",20102329,NA,61573
"31177",20102330,NA,61573
"31178",20102331,NA,61573
"31179",20102332,NA,61573
"31180",20102333,NA,61573
"31181",20102334,NA,61573
"31182",20102335,NA,61573
"31183",20102336,NA,61573
"31184",20102337,NA,61573
"31185",20102338,NA,61573
"31186",20102339,NA,61573
"31187",20102340,NA,61573
"31188",20102341,NA,61573
"31189",20102342,NA,61573
"31190",20102345,NA,61573
"31191",20102347,NA,61573
"31192",20102349,NA,61573
"31193",20102352,NA,61573
"31194",20102354,NA,61573
"31195",20102357,NA,61573
"31196",20102366,NA,61573
"31197",20102369,NA,61573
"31198",20102371,NA,61573
"31199",20102376,NA,61573
"31200",20102378,NA,61573
"31201",20102381,NA,61573
"31202",20102383,NA,61573
"31203",20102385,NA,61573
"31204",20102387,NA,61573
"31205",20102390,NA,61573
"31206",20102392,NA,61573
"31207",20102394,NA,61573
"31208",20102396,NA,61573
"31209",20102397,NA,61573
"31210",20102398,NA,61573
"31211",20102400,NA,61573
"31212",20102401,NA,61573
"31213",20102403,NA,61573
"31214",20102405,NA,61573
"31215",20102407,NA,61573
"31216",20102410,NA,61573
"31217",20102412,NA,61573
"31218",20102413,NA,61573
"31219",20102415,NA,61573
"31220",20102417,NA,61573
"31221",20102419,NA,61573
"31222",20102421,NA,61573
"31223",20102423,NA,61573
"31224",20102425,NA,61573
"31225",20102427,NA,61573
"31226",20102429,NA,61573
"31227",20102431,NA,61573
"31228",20102432,NA,61573
"31229",20102436,NA,61573
"31230",20102438,NA,61573
"31231",20102440,NA,61573
"31232",20102442,NA,61573
"31233",20102444,NA,61573
"31234",20102446,NA,61573
"31235",20102448,NA,61573
"31236",20102450,NA,61573
"31237",20102452,NA,61573
"31238",20102454,NA,61573
"31239",20102456,NA,61573
"31240",20102458,NA,61573
"31241",20102460,NA,61573
"31242",20102462,NA,61573
"31243",20102464,NA,61573
"31244",20102466,NA,61573
"31245",20102468,NA,61573
"31246",20102470,NA,61573
"31247",20102478,NA,61573
"31248",20102481,NA,61573
"31249",20102483,NA,61573
"31250",20102486,NA,61573
"31251",20102488,NA,61573
"31252",20102490,NA,61573
"31253",20102493,NA,61573
"31254",20102495,NA,61573
"31255",20102498,NA,61573
"31256",20102500,NA,61573
"31257",20102502,NA,61573
"31258",20102504,NA,61573
"31259",20102506,NA,61573
"31260",20102508,NA,61573
"31261",20102511,NA,61573
"31262",20102513,NA,61573
"31263",20102515,NA,61573
"31264",20102517,NA,61573
"31265",20102519,NA,61573
"31266",20102522,NA,61573
"31267",20102524,NA,61573
"31268",20102526,NA,61573
"31269",20102528,NA,61573
"31270",20102529,NA,61573
"31271",20102545,NA,61573
"31272",20102552,NA,61573
"31273",20102557,NA,61573
"31274",20102558,NA,61573
"31275",20102559,NA,61573
"31276",20102560,NA,61573
"31277",20102561,NA,61573
"31278",20102562,NA,61573
"31279",20102563,NA,61573
"31280",20102564,NA,61573
"31281",20102565,NA,61573
"31282",20102567,NA,61573
"31283",20102569,NA,61573
"31284",20102571,NA,61573
"31285",20102573,NA,61573
"31286",20102576,NA,61573
"31287",20102577,NA,61573
"31288",20102578,NA,61573
"31289",20102580,NA,61573
"31290",20102583,NA,61573
"31291",20102584,NA,61573
"31292",20102588,NA,61573
"31293",20102592,NA,61573
"31294",20102594,NA,61573
"31295",20102597,NA,61573
"31296",20102600,NA,61573
"31297",20102603,NA,61573
"31298",20102605,NA,61573
"31299",20102607,NA,61573
"31300",20102609,NA,61573
"31301",20102611,NA,61573
"31302",20102613,NA,61573
"31303",20102615,NA,61573
"31304",20102617,NA,61573
"31305",20102620,NA,61573
"31306",20102622,NA,61573
"31307",20102624,NA,61573
"31308",20102626,NA,61573
"31309",20102644,NA,61573
"31310",20102646,NA,61573
"31311",20102647,NA,61573
"31312",20102648,NA,61573
"31313",20102650,NA,61573
"31314",20102653,NA,61573
"31315",20102656,NA,61573
"31316",20102658,NA,61573
"31317",20102660,NA,61573
"31318",20102663,NA,61573
"31319",20102664,NA,61573
"31320",20102676,NA,61573
"31321",20102679,NA,61573
"31322",20102685,NA,61573
"31323",20102700,NA,61573
"31324",20102703,NA,61573
"31325",20102705,NA,61573
"31326",20102707,NA,61573
"31327",20102709,NA,61573
"31328",20102711,NA,61573
"31329",20102713,NA,61573
"31330",20102715,NA,61573
"31331",20102717,NA,61573
"31332",20102719,NA,61573
"31333",20102721,NA,61573
"31334",20102723,NA,61573
"31335",20102725,NA,61573
"31336",20102728,NA,61573
"31337",20102731,NA,61573
"31338",20102734,NA,61573
"31339",20102739,NA,61573
"31340",20102743,NA,61573
"31341",20102746,NA,61573
"31342",20102749,NA,61573
"31343",20102751,NA,61573
"31344",20102754,NA,61573
"31345",20102759,NA,61573
"31346",20102762,NA,61573
"31347",20102764,NA,61573
"31348",20102766,NA,61573
"31349",20102769,NA,61573
"31350",20102772,NA,61573
"31351",20102775,NA,61573
"31352",20102777,NA,61573
"31353",20102779,NA,61573
"31354",20102784,NA,61573
"31355",20102788,NA,61573
"31356",20102790,NA,61573
"31357",20102792,NA,61573
"31358",20102794,NA,61573
"31359",20102795,NA,61573
"31360",20102796,NA,61573
"31361",20102800,NA,61573
"31362",20102801,NA,61573
"31363",20102802,NA,61573
"31364",20102804,NA,61573
"31365",20102805,NA,61573
"31366",20102806,NA,61573
"31367",20102807,NA,61573
"31368",20102808,NA,61573
"31369",20102809,NA,61573
"31370",20102810,NA,61573
"31371",20102811,NA,61573
"31372",20102812,NA,61573
"31373",20102813,NA,61573
"31374",20102815,NA,61573
"31375",20102816,NA,61573
"31376",20102817,NA,61573
"31377",20102818,NA,61573
"31378",20102819,NA,61573
"31379",20102822,NA,61573
"31380",20102824,NA,61573
"31381",20102826,NA,61573
"31382",20102827,NA,61573
"31383",20102829,NA,61573
"31384",20102831,NA,61573
"31385",20102833,NA,61573
"31386",20102835,NA,61573
"31387",20102838,NA,61573
"31388",20102840,NA,61573
"31389",20102844,NA,61573
"31390",20102846,NA,61573
"31391",20102848,NA,61573
"31392",20102850,NA,61573
"31393",20104488,NA,61573
"31394",20205010,NA,61573
"31395",20240651,NA,61573
"31396",20260207,NA,61573
"31397",20369017,NA,61573
"31398",20369074,NA,61573
"31399",20369258,NA,61573
"31400",20369259,NA,61573
"31401",20369300,NA,61573
"31402",20374884,NA,61573
"31403",20406330,NA,61573
"31404",20406332,NA,61573
"31405",20406334,NA,61573
"31406",20406336,NA,61573
"31407",20406339,NA,61573
"31408",20406340,NA,61573
"31409",20406341,NA,61573
"31410",20406342,NA,61573
"31411",20406343,NA,61573
"31412",20406344,NA,61573
"31413",20406345,NA,61573
"31414",20406346,NA,61573
"31415",20406347,NA,61573
"31416",20406348,NA,61573
"31417",20406349,NA,61573
"31418",20406351,NA,61573
"31419",20406353,NA,61573
"31420",20406354,NA,61573
"31421",20406355,NA,61573
"31422",20406357,NA,61573
"31423",20406360,NA,61573
"31424",20406363,NA,61573
"31425",20406366,NA,61573
"31426",20406367,NA,61573
"31427",20406370,NA,61573
"31428",20406372,NA,61573
"31429",20406375,NA,61573
"31430",20406377,NA,61573
"31431",20406379,NA,61573
"31432",20406382,NA,61573
"31433",20406384,NA,61573
"31434",20406386,NA,61573
"31435",20406388,NA,61573
"31436",20406391,NA,61573
"31437",20406393,NA,61573
"31438",20406395,NA,61573
"31439",20406400,NA,61573
"31440",20406403,NA,61573
"31441",20406406,NA,61573
"31442",20406409,NA,61573
"31443",20406411,NA,61573
"31444",20406413,NA,61573
"31445",20406420,NA,61573
"31446",20406421,NA,61573
"31447",20406423,NA,61573
"31448",20406425,NA,61573
"31449",20406427,NA,61573
"31450",20406429,NA,61573
"31451",20406431,NA,61573
"31452",20406433,NA,61573
"31453",20406434,NA,61573
"31454",20406437,NA,61573
"31455",20406439,NA,61573
"31456",20406441,NA,61573
"31457",20406443,NA,61573
"31458",20406445,NA,61573
"31459",20406446,NA,61573
"31460",20406448,NA,61573
"31461",20406450,NA,61573
"31462",20406453,NA,61573
"31463",20406455,NA,61573
"31464",20406457,NA,61573
"31465",20406464,NA,61573
"31466",20406467,NA,61573
"31467",20406468,NA,61573
"31468",20406470,NA,61573
"31469",20406472,NA,61573
"31470",20406475,NA,61573
"31471",20406477,NA,61573
"31472",20406479,NA,61573
"31473",20406494,NA,61573
"31474",20406502,NA,61573
"31475",20406511,NA,61573
"31476",20406514,NA,61573
"31477",20406517,NA,61573
