"","V1","match_id","match_date","match_time","outcome","closing_odds_outcome","home_opening","home_closing","draw_opening","draw_closing","away_opening","away_closing","home_opening_minus_closing","draw_opening_minus_closing","away_opening_minus_closing","home_min","home_max","home_range","draw_min","draw_max","draw_range","away_min","away_max","away_range"
"135",135,1681776,"2016-01-16","16:00:00","home",1.83,1.83,1.83,3.4,3.5,4.33,4.5,0,-0.1,-0.17,1.83,1.91,0.0799999999999998,3.4,3.5,0.1,4,4.5,0.5
"136",136,1681777,"2016-01-16","16:00:00","draw",3.8,1.73,1.67,3.8,3.8,5,5.25,0.0600000000000001,0,-0.25,1.67,1.83,0.16,3.75,3.8,0.0499999999999998,4.75,5.25,0.5
"137",137,1681778,"2016-01-16","16:00:00","home",1.36,1.33,1.36,5.25,5,8.5,8.5,-0.03,0.25,0,1.33,1.4,0.0699999999999998,5,5.75,0.75,8.5,10,1.5
"138",138,1681779,"2016-01-16","16:00:00","home",2.5,2.38,2.5,3.2,3.25,3.4,2.9,-0.12,-0.0499999999999998,0.5,2.38,2.6,0.22,3.2,3.4,0.2,2.9,3.4,0.5
"139",139,1681780,"2016-01-16","16:00:00","home",1.73,1.67,1.73,3.8,3.5,6,5.5,-0.0600000000000001,0.3,0.5,1.67,1.75,0.0800000000000001,3.5,3.8,0.3,5.5,6,0.5
"140",140,1681977,"2016-01-16","18:30:00","draw",3.4,3.75,3.4,3.4,3.4,2.2,2.2,0.35,0,0,3.3,3.75,0.45,3.3,3.4,0.1,2.05,2.25,0.2
"141",141,1689783,"2016-01-17","15:05:00","away",3.3,2.63,2.3,3.2,3.2,3.2,3.3,0.33,0,-0.0999999999999996,2.15,2.63,0.48,3.2,3.3,0.0999999999999996,3.2,3.6,0.4
"142",142,1689873,"2016-01-17","17:15:00","draw",3.6,3.5,4.33,3.25,3.6,2.3,1.85,-0.83,-0.35,0.45,3.5,4.33,0.83,3.25,3.75,0.5,1.85,2.3,0.45
"143",143,1697832,"2016-01-18","21:00:00","home",2.4,2.38,2.4,3.25,3.25,3.4,3.3,-0.02,0,0.1,2.38,2.4,0.02,3.25,3.25,0,3.3,3.4,0.1
"144",144,1726928,"2016-01-23","13:45:00","away",1.85,4.5,4.33,3.4,3.4,1.95,1.85,0.17,0,0.0999999999999999,4,4.5,0.5,3.3,3.6,0.3,1.85,2.1,0.25
"145",145,1727042,"2016-01-23","16:00:00","away",2.05,3.6,3.6,3.5,3.3,2.2,2.05,0,0.2,0.15,3.5,3.75,0.25,3.3,3.5,0.2,2.05,2.2,0.15
"146",146,1727043,"2016-01-23","16:00:00","home",2,1.95,2,3.5,3.4,3.9,3.75,-0.05,0.1,0.15,1.95,2.1,0.15,3.4,3.5,0.1,3.75,3.9,0.15
"147",147,1727044,"2016-01-23","16:00:00","away",4.33,2,1.83,3.4,3.5,4.5,4.33,0.17,-0.1,0.17,1.83,2,0.17,3.4,3.5,0.1,4.33,5,0.67
"148",148,1727045,"2016-01-23","16:00:00","draw",3.2,2.9,3,3.2,3.2,2.6,2.38,-0.1,0,0.22,2.9,3.1,0.2,3.2,3.2,0,2.38,2.6,0.22
"149",149,1727046,"2016-01-23","16:00:00","home",2,2.1,2,3.5,3.3,4.33,3.75,0.1,0.2,0.58,2,2.1,0.1,3.3,3.5,0.2,3.6,4.33,0.73
"150",150,1727047,"2016-01-23","16:00:00","draw",3.3,2.2,2.05,3.1,3.3,3.75,3.6,0.15,-0.2,0.15,2.05,2.2,0.15,3.1,3.3,0.2,3.6,4,0.4
"151",151,1727305,"2016-01-23","18:30:00","draw",3.75,5.5,5.25,4,3.75,1.67,1.65,0.25,0.25,0.02,5,5.5,0.5,3.75,4,0.25,1.65,1.73,0.0800000000000001
"152",152,1735051,"2016-01-24","14:30:00","away",5.25,1.83,1.7,3.6,3.75,5,5.25,0.13,-0.15,-0.25,1.67,1.83,0.16,3.6,3.8,0.2,5,6,1
"153",153,1735189,"2016-01-24","17:00:00","away",3.6,2.25,2.05,3.3,3.5,3.6,3.6,0.2,-0.2,0,2,2.25,0.25,3.3,3.6,0.3,3.6,4,0.4
"154",154,1794073,"2016-02-02","20:45:00","draw",3.6,1.8,1.75,3.7,3.6,5.25,4.75,0.05,0.1,0.5,1.75,1.83,0.0800000000000001,3.6,3.75,0.15,4.75,5.25,0.5
"155",155,1794074,"2016-02-02","20:45:00","home",2.45,2.88,2.45,3.4,3.2,2.7,2.88,0.43,0.2,-0.18,2.45,2.88,0.43,3.2,3.4,0.2,2.7,2.9,0.2
"156",156,1794075,"2016-02-02","20:45:00","away",1.91,5,4,4,3.5,1.8,1.91,1,0.5,-0.11,4,5,1,3.5,4,0.5,1.8,1.91,0.11
"157",157,1794076,"2016-02-02","20:45:00","away",1.44,7,7,4.6,4.33,1.53,1.44,0,0.27,0.0900000000000001,7,8,1,4.33,5,0.67,1.44,1.53,0.0900000000000001
"158",158,1794077,"2016-02-02","20:45:00","home",1.85,1.91,1.85,3.4,3.5,4.75,4.2,0.0599999999999998,-0.1,0.55,1.75,1.95,0.2,3.4,3.7,0.3,4.2,5,0.8
"159",159,1794704,"2016-02-02","21:00:00","away",3.25,2.5,2.25,3.25,3.25,3.1,3.25,0.25,0,-0.15,2.25,2.5,0.25,3.25,3.3,0.0499999999999998,3.1,3.25,0.15
"160",160,1794705,"2016-02-02","21:00:00","home",1.73,1.67,1.73,3.8,3.5,6,5,-0.0600000000000001,0.3,1,1.67,1.73,0.0600000000000001,3.5,3.8,0.3,5,6,1
"161",161,1794706,"2016-02-02","21:00:00","draw",3.1,2.63,2.5,3.2,3.1,3.1,2.9,0.13,0.1,0.2,2.5,2.7,0.2,3.1,3.2,0.1,2.9,3.1,0.2
"162",162,1799494,"2016-02-03","20:45:00","home",1.62,1.65,1.62,4.33,4,5.5,5.25,0.0299999999999998,0.33,0.25,1.62,1.65,0.0299999999999998,4,4.33,0.33,5.25,5.5,0.25
"163",163,1799495,"2016-02-03","20:45:00","draw",3.4,4.75,3.75,3.6,3.4,1.83,2,1,0.2,-0.17,3.75,4.75,1,3.4,3.6,0.2,1.83,2,0.17
"164",164,1816740,"2016-02-06","13:45:00","away",6,1.65,1.5,4.2,4.33,5.5,6,0.15,-0.13,-0.5,1.5,1.65,0.15,4,4.33,0.33,5.5,6,0.5
"165",165,1816860,"2016-02-06","16:00:00","home",2.3,2.5,2.3,3.2,3.2,3.2,3.2,0.2,0,0,2.3,2.5,0.2,3.2,3.2,0,3.2,3.3,0.0999999999999996
"166",166,1816861,"2016-02-06","16:00:00","draw",4.5,1.45,1.4,4.5,4.5,8,8,0.05,0,0,1.4,1.45,0.05,4.5,4.5,0,8,8.5,0.5
"167",167,1816862,"2016-02-06","16:00:00","home",2,2.3,2,3.25,3.3,3.8,3.8,0.3,-0.0499999999999998,0,2,2.3,0.3,3.25,3.4,0.15,3.5,3.8,0.3
"168",168,1816863,"2016-02-06","16:00:00","away",2.75,2.9,2.6,3.3,3.2,2.6,2.75,0.3,0.0999999999999996,-0.15,2.6,2.9,0.3,3.2,3.4,0.2,2.6,2.8,0.2
"169",169,1816864,"2016-02-06","16:00:00","draw",3.2,2.2,2.25,3.3,3.2,3.8,3.3,-0.0499999999999998,0.0999999999999996,0.5,2.2,2.25,0.0499999999999998,3.2,3.3,0.0999999999999996,3.3,3.8,0.5
"170",170,1816865,"2016-02-06","16:00:00","home",1.44,1.53,1.44,4.2,4.33,8,7,0.0900000000000001,-0.13,1,1.44,1.53,0.0900000000000001,4.2,4.5,0.3,7,8,1
"171",171,1817087,"2016-02-06","18:30:00","home",1.62,1.8,1.62,3.6,3.6,5.25,6,0.18,0,-0.75,1.62,1.8,0.18,3.6,3.8,0.2,5.25,6,0.75
"172",172,1824661,"2016-02-07","14:30:00","away",2,4.75,3.75,3.7,3.4,1.85,2,1,0.3,-0.15,3.75,4.75,1,3.4,3.7,0.3,1.85,2.1,0.25
"173",173,1824812,"2016-02-07","17:00:00","draw",3.25,2.15,2.05,3.3,3.25,3.9,3.8,0.1,0.0499999999999998,0.1,2.05,2.15,0.1,3.25,3.3,0.0499999999999998,3.8,3.9,0.1
"174",174,1866330,"2016-02-13","13:45:00","home",4.75,4.75,4.75,3.75,3.5,1.75,1.75,0,0.25,0,4.75,4.75,0,3.5,3.75,0.25,1.75,1.8,0.05
"175",175,1866497,"2016-02-13","16:00:00","away",3.5,2.1,2.05,3.5,3.4,3.8,3.5,0.0500000000000003,0.1,0.3,2.05,2.1,0.0500000000000003,3.4,3.5,0.1,3.5,4.1,0.6
"176",176,1866498,"2016-02-13","16:00:00","away",3.2,2.15,2.25,3.25,3.3,3.9,3.2,-0.1,-0.0499999999999998,0.7,2.15,2.25,0.1,3.2,3.3,0.0999999999999996,3.2,3.9,0.7
"177",177,1866499,"2016-02-13","16:00:00","away",6,1.44,1.57,4.5,3.8,9.5,6,-0.13,0.7,3.5,1.44,1.57,0.13,3.8,4.5,0.7,6,9.5,3.5
"178",178,1866500,"2016-02-13","16:00:00","draw",3.3,2.45,2.3,3.3,3.3,3.1,3.1,0.15,0,0,2.3,2.5,0.2,3.3,3.3,0,2.9,3.25,0.35
"179",179,1866501,"2016-02-13","16:00:00","away",2.4,3.2,3,3.25,3.2,2.5,2.4,0.2,0.0499999999999998,0.1,3,3.2,0.2,3.2,3.25,0.0499999999999998,2.4,2.5,0.1
"180",180,1866762,"2016-02-13","18:30:00","home",1.4,1.4,1.4,5,4.5,9,8,0,0.5,1,1.4,1.44,0.04,4.5,5,0.5,8,9,1
"181",181,1874411,"2016-02-14","13:00:00","home",1.7,1.73,1.7,4.1,3.8,5,4.6,0.03,0.3,0.4,1.67,1.75,0.0800000000000001,3.8,4.2,0.4,4.6,5,0.4
"182",182,1874672,"2016-02-14","15:05:00","away",1.8,5.5,4.33,3.8,3.6,1.73,1.8,1.17,0.2,-0.0700000000000001,4.33,5.5,1.17,3.6,3.8,0.2,1.73,1.85,0.12
"183",183,1874797,"2016-02-14","17:15:00","away",3.6,2.15,2,3.5,3.5,3.6,3.6,0.15,0,0,2,2.15,0.15,3.5,3.75,0.25,3.6,3.8,0.2
"184",184,2139358,"2016-02-27","13:45:00","home",1.8,1.83,1.8,3.7,3.5,4.75,4.5,0.03,0.2,0.25,1.8,1.83,0.03,3.5,3.8,0.3,4.33,4.75,0.42
"185",185,2139623,"2016-02-27","16:00:00","home",1.5,1.65,1.5,4,4.33,5.75,6,0.15,-0.33,-0.25,1.5,1.65,0.15,4,4.5,0.5,5.75,6.5,0.75
"186",186,2139624,"2016-02-27","16:00:00","away",2.5,3,2.8,3.2,3.25,2.55,2.5,0.2,-0.0499999999999998,0.0499999999999998,2.7,3,0.3,3.2,3.3,0.0999999999999996,2.5,2.75,0.25
"187",187,2139625,"2016-02-27","16:00:00","home",1.62,1.85,1.62,3.3,3.75,5,5.5,0.23,-0.45,-0.5,1.62,1.85,0.23,3.3,3.8,0.5,5,6,1
"188",188,2139626,"2016-02-27","16:00:00","draw",3.25,2.63,2.3,3.3,3.25,3,3.1,0.33,0.0499999999999998,-0.1,2.3,2.63,0.33,3.25,3.3,0.0499999999999998,3,3.25,0.25
"189",189,2139888,"2016-02-27","18:30:00","home",2.6,2.88,2.6,3.1,3.1,2.8,2.8,0.28,0,0,2.6,2.88,0.28,3.1,3.2,0.1,2.8,2.9,0.1
"190",190,2147961,"2016-02-28","15:05:00","home",2.88,3.5,2.88,3.4,3.2,2.25,2.5,0.62,0.2,-0.25,2.88,3.5,0.62,3.2,3.4,0.2,2.25,2.5,0.25
"191",191,2147962,"2016-02-28","15:05:00","home",1.4,1.5,1.4,4.2,4.2,8,9,0.1,0,-1,1.4,1.5,0.1,4.2,4.75,0.55,8,9,1
"192",192,912629,"2015-09-12","13:45:00","home",4.2,3.5,4.2,3.6,3.5,2.2,1.91,-0.7,0.1,0.29,3.5,4.2,0.7,3.5,3.6,0.1,1.91,2.2,0.29
"193",193,912912,"2015-09-12","16:00:00","home",1.29,1.29,1.29,5.5,5.5,12,11,0,0,1,1.29,1.3,0.01,5.5,5.5,0,11,12,1
"194",194,912913,"2015-09-12","16:00:00","away",1.57,5,6,3.9,4,1.73,1.57,-1,-0.1,0.16,5,6,1,3.9,4.33,0.43,1.57,1.73,0.16
"195",195,912914,"2015-09-12","16:00:00","home",2.3,2.3,2.3,3.4,3.3,3.25,3.2,0,0.1,0.0499999999999998,2.3,2.4,0.1,3.3,3.5,0.2,3.1,3.3,0.2
"196",196,912915,"2015-09-12","16:00:00","home",2.9,2.65,2.9,3.4,3.25,2.88,2.5,-0.25,0.15,0.38,2.63,2.9,0.27,3.2,3.4,0.2,2.5,2.88,0.38
"197",197,912916,"2015-09-12","16:00:00","draw",3.2,3.1,3.1,3.3,3.2,2.45,2.4,0,0.0999999999999996,0.0500000000000003,3,3.2,0.2,3.2,3.3,0.0999999999999996,2.4,2.6,0.2
"198",198,913394,"2015-09-12","18:30:00","home",1.85,1.95,1.85,3.5,3.5,4.6,4.5,0.0999999999999999,0,0.0999999999999996,1.85,2.05,0.2,3.4,3.5,0.1,4.2,4.6,0.399999999999999
"199",199,920468,"2015-09-13","14:30:00","away",1.91,4.5,4.2,3.5,3.5,1.91,1.91,0.3,0,0,4.2,4.5,0.3,3.5,3.6,0.1,1.85,1.95,0.0999999999999999
"200",200,920864,"2015-09-13","17:00:00","home",1.85,1.83,1.85,3.75,3.6,4.6,4.33,-0.02,0.15,0.27,1.8,1.91,0.11,3.6,3.8,0.2,4.33,5,0.67
"201",201,929989,"2015-09-14","21:00:00","home",2.25,2.15,2.25,3.6,3.5,3.6,3.4,-0.1,0.1,0.2,2.15,2.25,0.1,3.5,3.6,0.1,3.4,3.6,0.2
"202",202,961452,"2015-09-19","13:45:00","home",2.38,2.5,2.38,3.5,3.4,3,2.88,0.12,0.1,0.12,2.3,2.5,0.2,3.4,3.5,0.1,2.7,3.1,0.4
"203",203,961792,"2015-09-19","16:00:00","away",3.5,2.45,2.15,3.2,3.2,3.4,3.5,0.3,0,-0.1,2.15,2.45,0.3,3.2,3.25,0.0499999999999998,3.4,3.5,0.1
"204",204,961793,"2015-09-19","16:00:00","home",1.62,1.57,1.62,4.5,3.8,6.5,5.5,-0.05,0.7,1,1.57,1.75,0.18,3.8,4.5,0.7,5.25,6.5,1.25
"205",205,961794,"2015-09-19","16:00:00","away",2.8,2.25,2.5,3.3,3.3,3.5,2.8,-0.25,0,0.7,2.25,2.63,0.38,3.3,3.4,0.1,2.8,3.5,0.7
"206",206,961795,"2015-09-19","16:00:00","draw",3.3,2.8,2.3,3.3,3.3,2.7,3.1,0.5,0,-0.4,2.3,2.8,0.5,3.3,3.4,0.1,2.7,3.2,0.5
"207",207,961796,"2015-09-19","16:00:00","draw",3.25,2.25,2.3,3.4,3.25,3.5,3.1,-0.0499999999999998,0.15,0.4,2.2,2.3,0.0999999999999996,3.25,3.4,0.15,3.1,3.5,0.4
"208",208,962148,"2015-09-19","18:30:00","away",10,1.25,1.25,7,6,12,10,0,1,2,1.25,1.29,0.04,6,7,1,10,12,2
"209",209,970041,"2015-09-20","14:30:00","home",1.91,1.85,1.91,3.8,3.5,4.5,4,-0.0599999999999998,0.3,0.5,1.85,2,0.15,3.5,3.8,0.3,4,4.5,0.5
"210",210,970457,"2015-09-20","17:00:00","draw",3.75,1.67,1.62,3.75,3.75,5.75,5.25,0.0499999999999998,0,0.5,1.62,1.67,0.0499999999999998,3.75,3.75,0,5.25,5.75,0.5
"211",211,970458,"2015-09-20","17:00:00","away",2.38,3.25,3,3.25,3.25,2.4,2.38,0.25,0,0.02,3,3.25,0.25,3.25,3.25,0,2.38,2.5,0.12
"212",212,10248575,"2016-04-23","13:45:00","home",1.3,1.3,1.3,6,5,11,10,0,1,1,1.25,1.3,0.05,5,6.5,1.5,10,12,2
"213",213,10248885,"2016-04-23","16:00:00","away",1.5,7,7,4.2,4,1.55,1.5,0,0.2,0.05,6.5,7.5,1,4,4.2,0.2,1.5,1.55,0.05
"214",214,10248886,"2016-04-23","16:00:00","away",2.3,3.4,3.1,3.6,3.25,2.2,2.3,0.3,0.35,-0.0999999999999996,3,3.4,0.4,3.25,3.7,0.45,2.2,2.4,0.2
"215",215,10248887,"2016-04-23","16:00:00","draw",4.2,1.5,1.53,4.75,4.2,7,5.75,-0.03,0.55,1.25,1.5,1.6,0.1,4.2,4.75,0.55,5.25,7,1.75
"216",216,10395794,"2016-04-24","15:05:00","draw",3.75,5.25,4.75,4.2,3.75,1.67,1.75,0.5,0.45,-0.0800000000000001,4.5,5.5,1,3.75,4.2,0.45,1.67,1.8,0.13
"217",217,10396123,"2016-04-24","17:15:00","home",1.73,1.7,1.73,3.75,3.5,5.75,5,-0.03,0.25,0.75,1.67,1.75,0.0800000000000001,3.5,3.8,0.3,5,6,1
"218",218,10561330,"2016-04-25","21:00:00","draw",7,1.22,1.22,7,7,15,15,0,0,0,1.2,1.22,0.02,7,7.5,0.5,15,17,2
"219",219,11360477,"2016-04-30","16:00:00","home",1.85,2.4,1.85,3.75,3.5,2.9,4.2,0.55,0.25,-1.3,1.85,2.4,0.55,3.4,3.8,0.4,2.9,4.2,1.3
"220",220,11360478,"2016-04-30","16:00:00","home",1.91,2.1,1.91,3.5,3.4,3.75,4,0.19,0.1,-0.25,1.91,2.1,0.19,3.4,3.6,0.2,3.75,4.4,0.65
"221",221,11360479,"2016-04-30","16:00:00","draw",3.2,3,2.6,3.4,3.2,2.5,2.75,0.4,0.2,-0.25,2.6,3.2,0.6,3.2,3.4,0.2,2.45,2.88,0.43
"222",222,11360480,"2016-04-30","16:00:00","home",1.62,1.73,1.62,3.75,4,5.5,5,0.11,-0.25,0.5,1.62,1.73,0.11,3.75,4,0.25,5,6,1
"223",223,11360481,"2016-04-30","16:00:00","away",2.05,3.8,3.6,3.6,3.4,2.05,2.05,0.2,0.2,0,3.6,4.2,0.6,3.4,3.6,0.2,1.95,2.1,0.15
"224",224,11360940,"2016-04-30","18:30:00","home",1.22,1.25,1.22,6.5,6,13,13,0.03,0.5,0,1.22,1.29,0.0700000000000001,6,6.5,0.5,11,14,3
"225",225,11525910,"2016-05-01","13:00:00","home",3,3.6,3,3.5,3.4,2.15,2.3,0.6,0.1,-0.15,3,3.7,0.7,3.4,3.5,0.1,2.15,2.4,0.25
"226",226,11526190,"2016-05-01","15:05:00","draw",3.4,1.95,2.05,3.5,3.4,4.33,3.6,-0.0999999999999999,0.1,0.73,1.95,2.15,0.2,3.4,3.5,0.1,3.6,4.33,0.73
"227",227,11526325,"2016-05-01","17:30:00","home",2.63,2.4,2.63,3.6,3.4,3,2.55,-0.23,0.2,0.45,2.4,2.8,0.4,3.4,3.6,0.2,2.55,3.1,0.55
"228",228,11690890,"2016-05-02","21:00:00","draw",3.6,2.6,2.75,3.5,3.6,2.8,2.63,-0.15,-0.1,0.17,2.6,2.9,0.3,3.5,3.6,0.1,2.55,2.8,0.25
"229",229,12487053,"2016-05-07","13:45:00","away",1.8,3.8,4.5,3.5,3.5,2.1,1.8,-0.7,0,0.3,3.8,5,1.2,3.5,3.6,0.1,1.8,2.1,0.3
"230",230,12487283,"2016-05-07","16:00:00","draw",4,5.25,5.5,4,4,1.7,1.57,-0.25,0,0.13,5,6,1,4,4.2,0.2,1.57,1.73,0.16
"231",231,12487284,"2016-05-07","16:00:00","draw",3.5,1.91,1.85,3.75,3.5,4.33,4.2,0.0599999999999998,0.25,0.13,1.85,1.95,0.0999999999999999,3.5,3.75,0.25,3.8,4.33,0.53
"232",232,12487285,"2016-05-07","16:00:00","home",1.95,2.05,1.95,3.5,3.3,4,4,0.0999999999999999,0.2,0,1.91,2.15,0.24,3.3,3.5,0.2,3.6,4,0.4
"233",233,12487286,"2016-05-07","16:00:00","home",3,3.25,3,3.6,3.4,2.25,2.3,0.25,0.2,-0.0499999999999998,2.7,3.25,0.55,3.3,3.75,0.45,2.25,2.55,0.3
"234",234,12487287,"2016-05-07","16:00:00","away",7.5,1.36,1.45,5.5,4.2,9,7.5,-0.0899999999999999,1.3,1.5,1.33,1.45,0.12,4.2,5.75,1.55,7.5,10,2.5
"235",235,12487651,"2016-05-07","18:30:00","home",1.91,1.85,1.91,4.1,3.6,4.1,3.8,-0.0599999999999998,0.5,0.3,1.8,1.95,0.15,3.6,4.1,0.5,3.8,4.33,0.53
"236",236,12664525,"2016-05-08","14:30:00","away",3.8,2.2,1.91,3.4,3.6,3.6,3.8,0.29,-0.2,-0.2,1.91,2.25,0.34,3.4,3.75,0.35,3.4,4,0.6
"237",237,12664958,"2016-05-08","17:00:00","home",1.45,1.57,1.45,4.5,4.33,6,7,0.12,0.17,-1,1.45,1.57,0.12,4.33,4.75,0.42,6,7.5,1.5
"238",238,12664959,"2016-05-08","17:00:00","draw",3.4,2.25,2.38,3.6,3.4,3.3,2.9,-0.13,0.2,0.4,2.25,2.5,0.25,3.4,3.6,0.2,2.9,3.3,0.4
"239",239,13002780,"2016-05-10","20:45:00","home",2.88,3.1,2.88,3.6,3.4,2.38,2.38,0.22,0.2,0,2.88,3.3,0.42,3.4,3.75,0.35,2.2,2.45,0.25
"240",240,13156944,"2016-05-11","20:45:00","home",1.8,1.85,1.8,3.9,3.25,4.33,5,0.05,0.65,-0.67,1.73,1.85,0.12,3.25,4,0.75,4.33,5,0.67
"241",241,13836401,"2016-05-15","16:00:00","home",1.14,1.1,1.14,13,7.5,26,17,-0.0399999999999998,5.5,9,1.1,1.17,0.0699999999999998,7.5,13,5.5,17,26,9
"242",242,13836402,"2016-05-15","16:00:00","draw",3.4,2,2.2,3.8,3.4,3.75,3.2,-0.2,0.4,0.55,2,2.38,0.38,3.4,3.9,0.5,3,3.75,0.75
"243",243,13836403,"2016-05-15","16:00:00","home",1.73,1.73,1.73,4.2,3.75,4.75,4.5,0,0.45,0.25,1.7,1.8,0.1,3.75,4.33,0.58,4.5,5,0.5
"244",244,13836404,"2016-05-17","21:00:00","home",1.4,1.5,1.4,4.75,5,7,9,0.1,-0.25,-2,1.36,1.85,0.49,4,5.5,1.5,4.33,9,4.67
"245",245,13836405,"2016-05-15","16:00:00","home",4.2,5,4.2,4.1,3.75,1.73,1.8,0.8,0.35,-0.0700000000000001,4.2,5,0.8,3.75,4.2,0.45,1.7,1.83,0.13
"246",246,13836407,"2016-05-15","16:00:00","home",1.33,1.3,1.33,6,5,11,9,-0.03,1,2,1.29,1.36,0.0700000000000001,5,6,1,9,13,4
"247",247,13836408,"2016-05-15","16:00:00","home",3.5,3,3.5,3.9,3.6,2.3,2,-0.5,0.3,0.3,2.9,3.5,0.6,3.6,4,0.4,2,2.3,0.3
"248",248,13836409,"2016-05-15","16:00:00","draw",4.5,7,6.5,5.25,4.5,1.44,1.45,0.5,0.75,-0.01,6,7,1,4.5,5.25,0.75,1.44,1.53,0.0900000000000001
"249",249,13836410,"2016-05-15","16:00:00","draw",3.5,1.65,1.95,4.33,3.5,5.25,3.8,-0.3,0.83,1.45,1.65,2.05,0.4,3.5,4.5,1,3.7,5.25,1.55
"250",250,13836411,"2016-05-15","16:00:00","draw",3.5,2.6,2.4,3.6,3.5,2.75,2.75,0.2,0.1,0,2.3,2.8,0.5,3.5,3.6,0.1,2.6,3,0.4
"251",251,2147638,"2016-04-20","21:00:00","home",1.73,1.67,1.73,4.2,3.75,5.5,4.5,-0.0600000000000001,0.45,1,1.65,1.83,0.18,3.75,4.2,0.45,4.5,5.5,1
"252",252,2147639,"2016-04-19","20:45:00","draw",4,6.5,6,4.5,4,1.53,1.53,0.5,0.5,0,5.5,7.5,2,4,4.5,0.5,1.5,1.62,0.12
"253",253,2159613,"2016-03-01","20:45:00","away",1.75,5.5,4.75,4.2,3.5,1.67,1.75,0.75,0.7,-0.0800000000000001,4.5,5.5,1,3.5,4.2,0.7,1.67,1.91,0.24
"254",254,2159614,"2016-03-01","20:45:00","home",3,2.8,3,3.25,3.25,2.8,2.38,-0.2,0,0.42,2.8,3,0.2,3.2,3.3,0.0999999999999996,2.38,2.8,0.42
"255",255,2159615,"2016-03-01","20:45:00","draw",3.8,1.67,1.57,3.8,3.8,6,6,0.0999999999999999,0,0,1.57,1.73,0.16,3.75,3.8,0.0499999999999998,5.5,6,0.5
"256",256,2159616,"2016-03-01","20:45:00","away",1.53,5.5,6.5,3.9,3.8,1.7,1.53,-1,0.1,0.17,5.25,6.5,1.25,3.75,4.2,0.45,1.53,1.7,0.17
"257",257,2159617,"2016-03-01","20:45:00","draw",3.2,2.5,2.5,3.3,3.2,3.1,2.88,0,0.0999999999999996,0.22,2.4,2.6,0.2,3.2,3.3,0.0999999999999996,2.88,3.25,0.37
"258",258,2214591,"2016-03-02","20:45:00","away",8.5,1.29,1.36,6,4.75,13,8.5,-0.0700000000000001,1.25,4.5,1.29,1.36,0.0700000000000001,4.75,6,1.25,8.5,13,4.5
"259",259,2214592,"2016-03-02","20:45:00","home",1.91,2.05,1.91,3.5,3.4,4,4,0.14,0.1,0,1.91,2.05,0.14,3.4,3.6,0.2,4,4.33,0.33
"260",260,2214593,"2016-03-02","20:45:00","home",3.75,3.6,3.75,3.4,3.5,2.2,1.95,-0.15,-0.1,0.25,3.6,4.33,0.73,3.4,3.75,0.35,1.91,2.2,0.29
"261",261,2214607,"2016-03-02","21:00:00","home",2.5,2.8,2.5,3.5,3.4,2.63,2.7,0.3,0.1,-0.0700000000000003,2.5,2.9,0.4,3.4,3.5,0.1,2.6,2.9,0.3
"262",262,2214609,"2016-03-02","21:00:00","home",1.62,1.6,1.62,4,3.75,6.5,5.5,-0.02,0.25,1,1.57,1.67,0.0999999999999999,3.75,4,0.25,5.5,7,1.5
"263",263,2676054,"2016-03-05","13:45:00","draw",3.4,2.3,2.5,3.5,3.4,3.3,2.7,-0.2,0.1,0.6,2.3,2.63,0.33,3.3,3.5,0.2,2.63,3.3,0.67
"264",264,2676365,"2016-03-05","16:00:00","draw",3.8,1.5,1.53,4.5,3.8,7.5,6.5,-0.03,0.7,1,1.44,1.57,0.13,3.8,4.5,0.7,6,7.5,1.5
"265",265,2676366,"2016-03-05","16:00:00","away",5.5,1.67,1.67,4.1,3.5,5.5,5.5,0,0.6,0,1.67,1.73,0.0600000000000001,3.5,4.2,0.7,4.75,5.5,0.75
"266",266,2676368,"2016-03-05","16:00:00","home",1.18,1.17,1.18,8.5,6.5,19,15,-0.01,2,4,1.17,1.22,0.05,6.5,9,2.5,13,19,6
"267",267,2676369,"2016-03-05","16:00:00","away",2.7,2.6,2.6,3.3,3.25,3,2.7,0,0.0499999999999998,0.3,2.6,2.7,0.1,3.25,3.4,0.15,2.7,3,0.3
"268",268,2676370,"2016-03-05","16:00:00","draw",3.8,1.57,1.53,4.2,3.8,6.5,6.5,0.04,0.4,0,1.53,1.73,0.2,3.8,4.2,0.4,5.5,6.5,1
"269",269,2676371,"2016-03-05","16:00:00","home",1.85,2.15,1.85,3.3,3.4,3.9,4.33,0.3,-0.1,-0.43,1.85,2.15,0.3,3.3,3.5,0.2,3.8,4.33,0.53
"270",270,2676750,"2016-03-05","18:30:00","away",2.38,3,2.9,3.3,3.4,2.55,2.38,0.1,-0.1,0.17,2.8,3,0.2,3.25,3.4,0.15,2.38,2.75,0.37
"271",271,2836497,"2016-03-06","14:30:00","away",2.1,3.6,3.4,3.5,3.4,2.1,2.1,0.2,0.1,0,3.4,3.8,0.4,3.4,3.6,0.2,2.1,2.15,0.0499999999999998
"272",272,2836866,"2016-03-06","17:00:00","home",4.2,4.5,4.2,3.4,3.3,1.95,1.91,0.3,0.1,0.04,4.2,4.5,0.3,3.3,3.4,0.1,1.91,2.05,0.14
"273",273,36052350,"2016-08-13","13:30:00","home",3.75,4.75,3.75,3.5,3.4,1.91,2,1,0.1,-0.0900000000000001,3.75,4.75,1,3.4,3.7,0.3,1.8,2,0.2
