"","V1","match_id","match_date","match_time","outcome","closing_odds_outcome","home_opening","home_closing","draw_opening","draw_closing","away_opening","away_closing","home_opening_minus_closing","draw_opening_minus_closing","away_opening_minus_closing","home_min","home_max","home_range","draw_min","draw_max","draw_range","away_min","away_max","away_range"
"274",274,36052726,"2016-08-13","16:00:00","away",3,2.8,2.38,3.25,3.2,2.8,3,0.42,0.0499999999999998,-0.2,2.38,2.8,0.42,3.2,3.3,0.0999999999999996,2.8,3.25,0.45
"275",275,36052729,"2016-08-13","16:00:00","away",4.2,2.15,1.95,3.25,3.2,4,4.2,0.2,0.0499999999999998,-0.2,1.95,2.15,0.2,3.2,3.3,0.0999999999999996,4,4.5,0.5
"276",276,36052732,"2016-08-13","16:00:00","draw",3.2,3.75,3,3.4,3.2,2.15,2.38,0.75,0.2,-0.23,2.88,3.75,0.87,3.2,3.5,0.3,2.15,2.5,0.35
"277",277,36052736,"2016-08-13","16:00:00","draw",3.2,2.25,2.2,3.3,3.2,3.6,3.4,0.0499999999999998,0.0999999999999996,0.2,2.2,2.38,0.18,3.1,3.3,0.2,3.4,3.6,0.2
"278",278,36052739,"2016-08-13","16:00:00","draw",3.75,1.8,1.75,3.75,3.75,5,4.5,0.05,0,0.5,1.75,1.83,0.0800000000000001,3.75,3.75,0,4.5,5,0.5
"279",279,36053538,"2016-08-13","18:30:00","home",1.2,1.22,1.2,7,6.5,15,13,0.02,0.5,2,1.2,1.25,0.05,6.5,7,0.5,11,15,4
"280",280,36352778,"2016-08-14","14:30:00","away",1.75,5.5,4.75,3.7,3.5,1.75,1.75,0.75,0.2,0,4.75,5.5,0.75,3.5,3.7,0.2,1.75,1.85,0.1
"281",281,36353141,"2016-08-14","17:00:00","away",2.9,2.75,2.38,3.4,3.3,2.7,2.9,0.37,0.1,-0.2,2.38,2.75,0.37,3.3,3.5,0.2,2.7,3.1,0.4
"282",282,36625515,"2016-08-15","21:00:00","home",1.65,1.5,1.65,4.5,4,7.5,6,-0.15,0.5,1.5,1.5,1.67,0.17,4,4.5,0.5,5.75,7.5,1.75
"283",283,37799894,"2016-08-19","21:00:00","home",1.44,1.53,1.44,4.2,4.33,7.5,7,0.0900000000000001,-0.13,0.5,1.44,1.53,0.0900000000000001,4.2,4.75,0.55,7,8.5,1.5
"284",284,3782897,"2016-03-12","13:45:00","draw",4,6.5,5.5,4.33,4,1.57,1.57,1,0.33,0,5.5,6.5,1,4,4.33,0.33,1.55,1.6,0.05
"285",285,3783273,"2016-03-12","16:00:00","home",1.91,2,1.91,3.5,3.4,4.2,4,0.0900000000000001,0.1,0.2,1.91,2,0.0900000000000001,3.4,3.5,0.1,4,4.33,0.33
"286",286,3783274,"2016-04-20","21:00:00","home",1.5,1.44,1.5,4.5,4,9,7,-0.0600000000000001,0.5,2,1.36,1.57,0.21,4,5,1,6.5,10.5,4
"287",287,3783275,"2016-03-12","16:00:00","away",2.7,2.7,2.63,3.2,3.2,2.9,2.7,0.0700000000000003,0,0.2,2.63,2.8,0.17,3.1,3.2,0.1,2.7,2.9,0.2
"288",288,3783276,"2016-05-11","20:45:00","home",1.65,1.85,1.65,3.9,3.75,4.33,5.25,0.2,0.15,-0.92,1.65,1.85,0.2,3.75,4,0.25,4.33,5.25,0.92
"289",289,3783277,"2016-04-20","20:45:00","home",1.62,1.44,1.62,4.75,4,8,5,-0.18,0.75,3,1.44,1.62,0.18,4,4.75,0.75,5,8,3
"290",290,3783586,"2016-04-21","20:45:00","home",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",291,38096187,"2016-08-20","13:30:00","away",1.67,6.5,5,4.2,3.75,1.57,1.67,1.5,0.45,-0.0999999999999999,5,7,2,3.75,4.2,0.45,1.57,1.73,0.16
"292",292,38096569,"2016-08-20","16:00:00","home",7,7,7,4.33,4,1.53,1.5,0,0.33,0.03,6.5,7,0.5,4,4.33,0.33,1.5,1.57,0.0700000000000001
"293",293,38096572,"2016-08-20","16:00:00","away",5,1.85,1.73,3.5,3.5,5,5,0.12,0,0,1.73,1.85,0.12,3.5,3.6,0.1,5,5.25,0.25
"294",294,38096574,"2016-08-20","16:00:00","home",1.44,1.45,1.44,4.6,4.2,8.5,7.5,0.01,0.399999999999999,1,1.44,1.45,0.01,4.2,4.75,0.55,7.5,8.5,1
"295",295,38096577,"2016-08-20","16:00:00","away",1.73,6,4.5,3.8,3.75,1.67,1.73,1.5,0.0499999999999998,-0.0600000000000001,4.5,6.5,2,3.75,3.9,0.15,1.62,1.73,0.11
"296",296,38096580,"2016-08-20","16:00:00","away",2.4,3,2.9,3.2,3.25,2.63,2.4,0.1,-0.0499999999999998,0.23,2.9,3.2,0.3,3.2,3.25,0.0499999999999998,2.4,2.63,0.23
"297",297,38097371,"2016-08-20","18:30:00","draw",3.4,2.8,2.8,3.5,3.4,2.6,2.4,0,0.1,0.2,2.75,3,0.25,3.4,3.6,0.2,2.4,2.63,0.23
"298",298,38384851,"2016-08-21","14:30:00","away",2.88,2.8,2.5,3.1,3.2,2.9,2.88,0.3,-0.1,0.02,2.5,2.88,0.38,3.1,3.2,0.1,2.8,3.1,0.3
"299",299,38385270,"2016-08-21","17:00:00","home",1.85,2.5,1.85,3.3,3.6,3.1,4,0.65,-0.3,-0.9,1.85,2.5,0.65,3.3,3.75,0.45,3.1,4.33,1.23
"300",300,3937446,"2016-03-13","17:00:00","away",1.44,7.5,6.5,4.5,4.5,1.5,1.44,1,0,0.0600000000000001,6.5,8.5,2,4.5,4.5,0,1.44,1.5,0.0600000000000001
"301",301,3937447,"2016-05-11","21:00:00","draw",3.4,1.67,1.91,4.5,3.4,5,4,-0.24,1.1,1,1.67,2,0.33,3.4,4.5,1.1,3.6,5,1.4
"302",302,39926656,"2016-08-27","13:30:00","draw",3.4,2.6,2.38,3.4,3.4,2.88,3,0.22,0,-0.12,2.38,2.6,0.22,3.4,3.5,0.1,2.88,3.1,0.22
"303",303,39927010,"2016-08-27","16:00:00","home",1.25,1.25,1.25,6,5.75,16,13,0,0.25,3,1.25,1.29,0.04,5.5,6,0.5,12,16,4
"304",304,39927011,"2016-08-27","16:00:00","draw",3.2,2.25,2.3,3.3,3.2,3.6,3.3,-0.0499999999999998,0.0999999999999996,0.3,2.25,2.4,0.15,3.2,3.4,0.2,3.25,3.6,0.35
"305",305,39927012,"2016-08-27","16:00:00","home",1.73,1.67,1.73,4.1,3.6,5.5,5.25,-0.0600000000000001,0.5,0.25,1.67,1.73,0.0600000000000001,3.6,4.1,0.5,5.25,5.75,0.5
"306",306,39927013,"2016-08-27","16:00:00","home",1.73,1.67,1.73,4,3.6,5.75,5.25,-0.0600000000000001,0.4,0.5,1.67,1.75,0.0800000000000001,3.6,4,0.4,5.25,6,0.75
"307",307,39927014,"2016-08-27","16:00:00","draw",3.6,1.5,1.62,4.75,3.6,7,6.5,-0.12,1.15,0.5,1.45,1.62,0.17,3.6,4.75,1.15,5.75,8,2.25
"308",308,39927015,"2016-08-27","16:00:00","away",1.73,6,5,4,3.75,1.65,1.73,1,0.25,-0.0800000000000001,5,6,1,3.75,4,0.25,1.65,1.73,0.0800000000000001
"309",309,39927745,"2016-08-27","18:30:00","away",1.44,8.5,8,4.5,4.33,1.45,1.44,0.5,0.17,0.01,7.5,9,1.5,4.1,4.75,0.65,1.4,1.5,0.1
"310",310,40186994,"2016-08-28","14:30:00","draw",3.1,2.63,2.6,3.1,3.1,3.1,2.9,0.0299999999999998,0,0.2,2.5,2.7,0.2,3,3.1,0.1,2.9,3.3,0.4
"311",311,40187388,"2016-08-28","17:00:00","home",1.29,1.29,1.29,6.5,5.5,11,11,0,1,0,1.25,1.29,0.04,5.5,6.5,1,11,12,1
"312",312,4085550,"2016-03-14","21:00:00","home",1.57,1.57,1.57,4.3,4.33,6.5,6.25,0,-0.0300000000000002,0.25,1.53,1.65,0.12,4.2,4.33,0.13,5.5,7,1.5
"313",313,43812404,"2016-09-10","13:30:00","away",3.3,2.4,2.25,3.1,3.25,3.5,3.3,0.15,-0.15,0.2,2.25,2.5,0.25,3.1,3.3,0.2,3.2,3.5,0.3
"314",314,43813085,"2016-09-10","16:00:00","home",1.57,1.62,1.57,4,4,6.5,6,0.05,0,0.5,1.57,1.62,0.05,4,4.2,0.2,6,6.5,0.5
"315",315,43813088,"2016-09-10","16:00:00","home",2.1,2.1,2.1,3.25,3.25,4.2,3.75,0,0,0.45,1.91,2.1,0.19,3.25,3.4,0.15,3.75,4.5,0.75
"316",316,43813093,"2016-09-10","16:00:00","draw",3,2.6,2.38,3.1,3,3.2,3.4,0.22,0.1,-0.2,2.38,2.63,0.25,3,3.2,0.2,3.1,3.4,0.3
"317",317,43813096,"2016-09-10","16:00:00","away",3.7,2.4,2.2,3.25,3.1,3.3,3.7,0.2,0.15,-0.4,2.2,2.45,0.25,3.1,3.25,0.15,3.25,3.7,0.45
"318",318,43813099,"2016-09-10","16:00:00","away",1.8,4.33,4.75,3.6,3.6,1.95,1.8,-0.42,0,0.15,4.33,4.75,0.42,3.6,3.75,0.15,1.8,1.95,0.15
"319",319,43813102,"2016-09-10","16:00:00","away",4.5,1.85,1.8,3.6,3.6,4.75,4.5,0.05,0,0.25,1.8,1.91,0.11,3.6,3.6,0,4.33,4.75,0.42
"320",320,43814025,"2016-09-10","18:30:00","home",1.62,1.67,1.62,4.1,4,5.5,5.5,0.0499999999999998,0.0999999999999996,0,1.62,1.7,0.0799999999999998,4,4.1,0.0999999999999996,5.25,5.75,0.5
"321",321,44123089,"2016-09-11","17:00:00","draw",3.9,6.5,5.5,4.2,3.9,1.57,1.6,1,0.3,-0.03,5.5,6.5,1,3.9,4.2,0.3,1.57,1.67,0.0999999999999999
"322",322,44418579,"2016-09-12","21:00:00","away",2.1,3.6,3.8,3.5,3.5,2.15,2.1,-0.2,0,0.0499999999999998,3.6,3.8,0.2,3.4,3.5,0.1,2.1,2.15,0.0499999999999998
"323",323,45478432,"2016-09-16","21:00:00","away",3.2,2.15,2.25,3.5,3.4,3.6,3.2,-0.1,0.1,0.4,2.15,2.3,0.15,3.4,3.6,0.2,3.2,3.6,0.4
"324",324,45766575,"2016-09-17","16:00:00","away",1.57,6,5.75,4.2,4.2,1.62,1.57,0.25,0,0.05,5.75,6.5,0.75,4.1,4.2,0.100000000000001,1.57,1.62,0.05
"325",325,45766578,"2016-09-17","16:00:00","home",1.5,1.5,1.5,4.5,4.33,7.5,6.5,0,0.17,1,1.44,1.55,0.11,4.2,4.5,0.3,6.5,8.5,2
"326",326,45766581,"2016-09-17","16:00:00","home",1.29,1.25,1.29,7,5.75,13,10,-0.04,1.25,3,1.25,1.29,0.04,5.75,7,1.25,10,13,3
"327",327,45766584,"2016-09-17","16:00:00","home",2.6,2.8,2.6,3.3,3.2,2.75,2.8,0.2,0.0999999999999996,-0.0499999999999998,2.6,2.8,0.2,3.2,3.3,0.0999999999999996,2.75,2.8,0.0499999999999998
"328",328,45767432,"2016-09-17","18:30:00","home",1.73,1.65,1.73,3.9,3.6,6,5.25,-0.0800000000000001,0.3,0.75,1.62,1.73,0.11,3.6,4,0.4,5.25,6.5,1.25
"329",329,46064767,"2016-09-18","13:00:00","home",5.5,6.5,5.5,4.2,4,1.57,1.57,1,0.2,0,5.5,6.5,1,3.9,4.2,0.3,1.57,1.67,0.0999999999999999
"330",330,46065386,"2016-09-18","15:15:00","home",2,2.15,2,3.4,3.3,3.8,4,0.15,0.1,-0.2,2,2.15,0.15,3.3,3.5,0.2,3.8,4.2,0.4
"331",331,46065389,"2016-09-18","15:15:00","home",1.67,1.67,1.67,3.9,3.75,6,5.5,0,0.15,0.5,1.67,1.7,0.03,3.75,3.9,0.15,5.5,6,0.5
"332",332,46065939,"2016-09-18","17:30:00","home",1.3,1.33,1.3,5.5,5.5,11,10,0.03,0,1,1.3,1.33,0.03,5.5,5.75,0.25,10,12,2
"333",333,47775815,"2016-09-24","13:30:00","home",1.67,1.7,1.67,3.9,3.8,5.5,5,0.03,0.1,0.5,1.62,1.73,0.11,3.8,4,0.2,5,5.75,0.75
"334",334,47776460,"2016-09-24","16:00:00","home",3.4,3.4,3.4,3.5,3.4,2.25,2.1,0,0.1,0.15,3.4,4,0.6,3.4,3.6,0.2,2,2.25,0.25
"335",335,47776463,"2016-09-24","16:00:00","home",1.2,1.25,1.2,7,6,13,15,0.05,1,-2,1.2,1.25,0.05,6,7,1,13,15,2
"336",336,47776465,"2016-09-24","16:00:00","away",1.95,4.1,3.75,3.4,3.5,2.05,1.95,0.35,-0.1,0.0999999999999999,3.75,4.2,0.45,3.4,3.5,0.1,1.95,2.1,0.15
"337",337,47776466,"2016-09-24","16:00:00","draw",3.2,2.3,2.3,3.4,3.2,3.4,3.1,0,0.2,0.3,2.25,2.4,0.15,3.2,3.4,0.2,3.1,3.4,0.3
"338",338,47776470,"2016-09-24","16:00:00","away",2.38,2.55,3,3.3,3.2,3,2.38,-0.45,0.0999999999999996,0.62,2.55,3,0.45,3.2,3.3,0.0999999999999996,2.38,3,0.62
"339",339,47776472,"2016-09-24","16:00:00","away",1.36,9.5,9,5.75,4.5,1.33,1.36,0.5,1.25,-0.03,8,9.5,1.5,4.5,5.75,1.25,1.33,1.4,0.0699999999999998
"340",340,47777308,"2016-09-24","18:30:00","home",2.38,2.45,2.38,3.5,3.4,3,2.88,0.0700000000000003,0.1,0.12,2.38,2.45,0.0700000000000003,3.4,3.5,0.1,2.88,3.2,0.32
"341",341,48082394,"2016-09-25","17:00:00","away",2.6,3.1,2.8,3.4,3.25,2.45,2.6,0.3,0.15,-0.15,2.8,3.2,0.4,3.25,3.4,0.15,2.38,2.75,0.37
"342",342,4821539,"2016-03-19","13:45:00","away",2.7,2.75,2.5,3.6,3.4,2.63,2.7,0.25,0.2,-0.0700000000000003,2.5,2.8,0.3,3.4,3.6,0.2,2.6,2.7,0.1
"343",343,4821890,"2016-03-19","16:00:00","draw",3.5,1.8,1.73,3.75,3.5,5,5,0.0700000000000001,0.25,0,1.73,1.83,0.1,3.5,3.9,0.4,4.75,5.25,0.5
"344",344,4821891,"2016-03-19","16:00:00","away",2.38,2.9,3,3.3,3.25,2.63,2.38,-0.1,0.0499999999999998,0.25,2.9,3.2,0.3,3.25,3.4,0.15,2.38,2.63,0.25
"345",345,4821892,"2016-03-19","16:00:00","away",2.9,2.25,2.5,3.25,3.1,3.75,2.9,-0.25,0.15,0.85,2.25,2.5,0.25,3.1,3.25,0.15,2.9,3.75,0.85
"346",346,4821893,"2016-03-19","16:00:00","away",3.6,2.45,2.1,3.25,3.2,3.2,3.6,0.35,0.0499999999999998,-0.4,2.1,2.45,0.35,3.2,3.3,0.0999999999999996,3.2,3.6,0.4
"347",347,4822216,"2016-03-19","18:30:00","home",1.62,1.67,1.62,3.8,3.8,6,5.5,0.0499999999999998,0,0.5,1.62,1.67,0.0499999999999998,3.8,4,0.2,5.5,6,0.5
"348",348,48385281,"2016-09-26","21:00:00","home",3,3.1,3,3.3,3.2,2.5,2.63,0.1,0.0999999999999996,-0.13,3,3.1,0.1,3.2,3.3,0.0999999999999996,2.5,2.63,0.13
"349",349,49556028,"2016-09-30","21:00:00","draw",3.75,1.73,1.7,3.9,3.75,5.25,4.75,0.03,0.15,0.5,1.7,1.75,0.05,3.75,4,0.25,4.75,5.25,0.5
"350",350,49851867,"2016-10-01","13:30:00","away",1.44,7.5,7,5,4.33,1.44,1.44,0.5,0.67,0,7,8.5,1.5,4.33,5,0.67,1.44,1.45,0.01
"351",351,49852842,"2016-10-01","16:00:00","away",1.44,8,7,4.75,4.33,1.45,1.44,1,0.42,0.01,7,8,1,4.33,4.75,0.42,1.44,1.5,0.0600000000000001
"352",352,49852845,"2016-10-01","16:00:00","draw",3.2,2.5,2.38,3.3,3.2,3.1,3,0.12,0.0999999999999996,0.1,2.3,2.55,0.25,3.2,3.3,0.0999999999999996,3,3.3,0.3
"353",353,49852848,"2016-10-01","16:00:00","draw",3.3,2.45,2.25,3.3,3.3,3.2,3.2,0.2,0,0,2.25,2.5,0.25,3.3,3.3,0,3.1,3.3,0.2
"354",354,49852851,"2016-10-01","16:00:00","draw",3.4,2.05,2.05,3.5,3.4,4,3.5,0,0.1,0.5,2.05,2.25,0.2,3.4,3.5,0.1,3.5,4,0.5
"355",355,4986403,"2016-03-20","14:30:00","draw",3.4,2.2,2.1,3.25,3.4,3.8,3.4,0.1,-0.15,0.4,2.1,2.3,0.2,3.2,3.5,0.3,3.4,4,0.6
"356",356,4986404,"2016-03-20","14:30:00","home",2.5,2.9,2.5,3.3,3.3,2.63,2.75,0.4,0,-0.12,2.5,2.9,0.4,3.3,3.4,0.1,2.63,2.88,0.25
"357",357,4986766,"2016-03-20","17:00:00","away",4,2,1.85,3.6,3.6,4,4,0.15,0,0,1.8,2,0.2,3.6,3.75,0.15,4,4.75,0.75
"358",358,4986767,"2016-03-20","17:00:00","home",1.5,1.53,1.5,4.2,4.33,7.5,6,0.03,-0.13,1.5,1.5,1.53,0.03,4.2,4.5,0.3,6,7.5,1.5
"359",359,50170489,"2016-10-02","13:00:00","draw",5.75,1.3,1.3,5.75,5.75,12,12,0,0,0,1.3,1.33,0.03,5.5,5.75,0.25,10,12,2
"360",360,50171323,"2016-10-02","15:15:00","draw",3.4,2.5,2.25,3.4,3.4,3,3.5,0.25,0,-0.5,2.2,2.55,0.35,3.2,3.4,0.2,3,3.6,0.6
"361",361,50171325,"2016-10-02","15:15:00","home",3.1,3.1,3.1,3.4,3.5,2.45,2.4,0,-0.1,0.0500000000000003,3,3.2,0.2,3.4,3.6,0.2,2.3,2.5,0.2
"362",362,50171731,"2016-10-02","17:30:00","away",1.4,10,9,5.25,5,1.36,1.4,1,0.25,-0.0399999999999998,9,10,1,5,5.25,0.25,1.36,1.4,0.0399999999999998
"363",363,54074020,"2016-10-15","13:30:00","home",1.57,1.55,1.57,4.33,4,6.5,5.5,-0.02,0.33,1,1.53,1.6,0.0700000000000001,4,4.5,0.5,5.5,7,1.5
"364",364,54074839,"2016-10-15","16:00:00","home",1.25,1.22,1.25,7,5.5,15,12,-0.03,1.5,3,1.22,1.29,0.0700000000000001,5.5,7,1.5,11,15,4
"365",365,54074842,"2016-10-15","16:00:00","home",1.8,1.75,1.8,3.8,3.4,5.25,4.75,-0.05,0.4,0.5,1.75,1.85,0.1,3.4,3.8,0.4,4.75,5.25,0.5
"366",366,54074844,"2016-10-15","16:00:00","draw",4.5,1.5,1.44,4.6,4.5,7,6.5,0.0600000000000001,0.0999999999999996,0.5,1.44,1.53,0.0900000000000001,4.5,4.75,0.25,6.5,7,0.5
"367",367,54074847,"2016-10-15","16:00:00","home",2.05,1.91,2.05,3.6,3.3,4.5,3.6,-0.14,0.3,0.9,1.91,2.05,0.14,3.3,3.6,0.3,3.6,4.5,0.9
"368",368,54074850,"2016-10-15","16:00:00","draw",3.8,5.5,5,3.9,3.8,1.7,1.65,0.5,0.1,0.05,5,5.5,0.5,3.6,3.9,0.3,1.65,1.73,0.0800000000000001
"369",369,54075612,"2016-10-15","18:30:00","away",3.4,2.25,2.15,3.4,3.3,3.5,3.4,0.1,0.1,0.1,2.05,2.25,0.2,3.3,3.6,0.3,3.4,3.9,0.5
"370",370,54371979,"2016-10-16","14:30:00","away",3.5,2.3,2.15,3.25,3.2,3.5,3.5,0.15,0.0499999999999998,0,2.15,2.35,0.2,3.2,3.3,0.0999999999999996,3.4,3.6,0.2
"371",371,54372774,"2016-10-16","17:00:00","home",1.36,1.36,1.36,5,4.5,11,9,0,0.5,2,1.33,1.4,0.0699999999999998,4.5,5,0.5,9,13,4
"372",372,54663687,"2016-10-17","21:00:00","draw",3.5,2.25,2.2,3.3,3.5,3.6,3.5,0.0499999999999998,-0.2,0.1,2.15,2.25,0.1,3.3,3.5,0.2,3.5,3.6,0.1
"373",373,56088599,"2016-10-22","13:30:00","draw",3.5,4.5,3.8,3.6,3.5,1.91,1.95,0.7,0.1,-0.04,3.8,4.5,0.7,3.5,3.7,0.2,1.91,2,0.0900000000000001
"374",374,56089476,"2016-10-22","16:00:00","draw",5.75,1.25,1.22,6.5,5.75,14,13,0.03,0.75,1,1.22,1.29,0.0700000000000001,5.5,6.5,1,12,15,3
"375",375,56089479,"2016-10-22","16:00:00","home",5.5,6,5.5,3.8,3.6,1.67,1.65,0.5,0.2,0.02,5.5,6,0.5,3.6,3.8,0.2,1.65,1.67,0.02
"376",376,56089481,"2016-10-22","16:00:00","away",2.38,3,3,3.3,3.2,2.6,2.38,0,0.0999999999999996,0.22,3,3.1,0.1,3.2,3.3,0.0999999999999996,2.38,2.6,0.22
"377",377,56089485,"2016-10-22","16:00:00","home",2.05,2,2.05,3.4,3.3,4.33,3.6,-0.0499999999999998,0.1,0.73,1.95,2.1,0.15,3.3,3.5,0.2,3.6,4.5,0.9
"378",378,56089488,"2016-10-22","16:00:00","draw",3.3,2.55,2.2,3.25,3.3,3.1,3.25,0.35,-0.0499999999999998,-0.15,2.2,2.55,0.35,3.25,3.3,0.0499999999999998,3.1,3.3,0.2
"379",379,56089491,"2016-10-22","16:00:00","home",1.7,1.65,1.7,4,3.6,6,5,-0.05,0.4,1,1.62,1.7,0.0799999999999998,3.6,4.2,0.6,5,6,1
"380",380,56090078,"2016-10-22","18:30:00","home",1.22,1.29,1.22,6,6,13,12,0.0700000000000001,0,1,1.22,1.29,0.0700000000000001,6,6,0,10,13,3
"381",381,56388685,"2016-10-23","14:30:00","draw",4.5,1.44,1.44,4.75,4.5,8,7,0,0.25,1,1.44,1.5,0.0600000000000001,4.5,4.75,0.25,7,8,1
"382",382,56389467,"2016-10-23","17:00:00","home",2.05,2.2,2.05,3.25,3.4,3.75,3.5,0.15,-0.15,0.25,2.05,2.25,0.2,3.25,3.4,0.15,3.5,3.8,0.3
"383",383,58103653,"2016-10-29","13:30:00","away",1.36,8,8,4.75,4.75,1.44,1.36,0,0,0.0799999999999998,7.5,9,1.5,4.75,5,0.25,1.36,1.44,0.0799999999999998
"384",384,58104436,"2016-10-29","16:00:00","draw",6.5,1.22,1.17,6.5,6.5,17,19,0.05,0,-2,1.17,1.22,0.05,6.5,7,0.5,15,19,4
"385",385,58104439,"2016-10-29","16:00:00","home",2.3,2.5,2.3,3.2,3.1,3.2,3.25,0.2,0.1,-0.0499999999999998,2.3,2.6,0.3,3.1,3.2,0.1,3.1,3.25,0.15
"386",386,58104442,"2016-10-29","16:00:00","draw",3.75,1.62,1.62,4.2,3.75,6,5.5,0,0.45,0.5,1.57,1.62,0.05,3.75,4.2,0.45,5.5,6,0.5
"387",387,58104445,"2016-10-29","16:00:00","home",1.7,1.73,1.7,3.75,3.6,5.5,5,0.03,0.15,0.5,1.7,1.75,0.05,3.6,3.75,0.15,5,5.75,0.75
"388",388,58104448,"2016-10-29","16:00:00","away",1.44,8,7,4.75,4.33,1.45,1.44,1,0.42,0.01,7,8,1,4.2,4.75,0.55,1.44,1.45,0.01
"389",389,58105229,"2016-10-29","18:30:00","away",1.67,5,5,4,3.8,1.75,1.67,0,0.2,0.0800000000000001,4.8,5.5,0.7,3.8,4.2,0.4,1.67,1.75,0.0800000000000001
"390",390,58393890,"2016-10-30","14:30:00","home",1.7,1.85,1.7,3.75,3.75,4.5,4.75,0.15,0,-0.25,1.7,1.91,0.21,3.75,3.8,0.0499999999999998,4.2,4.75,0.55
"391",391,58394545,"2016-10-30","17:00:00","away",2.3,3.2,3,3.4,3.4,2.4,2.3,0.2,0,0.1,3,3.25,0.25,3.4,3.4,0,2.3,2.5,0.2
"392",392,58683023,"2016-10-31","21:00:00","home",2.05,2.05,2.05,3.6,3.6,3.9,3.8,0,0,0.1,2.05,2.1,0.0500000000000003,3.5,3.6,0.1,3.75,3.9,0.15
"393",393,60115589,"2016-11-05","16:00:00","away",6,1.6,1.6,4.33,3.6,5.75,6,0,0.73,-0.25,1.6,1.67,0.0699999999999998,3.6,4.33,0.73,5.5,6,0.5
"394",394,60115592,"2016-11-05","16:00:00","home",2.9,3.5,2.9,3.25,3.3,2.3,2.38,0.6,-0.0499999999999998,-0.0800000000000001,2.9,3.5,0.6,3.25,3.3,0.0499999999999998,2.3,2.38,0.0800000000000001
"395",395,60115596,"2016-11-05","16:00:00","draw",6,1.2,1.2,7.5,6,17,15,0,1.5,2,1.2,1.25,0.05,6,7.5,1.5,12,17,5
"396",396,60115600,"2016-11-05","16:00:00","draw",3.4,2,2.05,3.6,3.4,4,3.5,-0.0499999999999998,0.2,0.5,1.91,2.05,0.14,3.4,3.6,0.2,3.5,4,0.5
"397",397,60116128,"2016-11-05","18:30:00","home",1.53,1.5,1.53,4.5,4,7.5,6,-0.03,0.5,1.5,1.5,1.53,0.03,4,4.5,0.5,6,7.5,1.5
"398",398,60431858,"2016-11-06","13:00:00","draw",3.6,1.95,1.91,3.6,3.6,4.2,3.75,0.04,0,0.45,1.91,1.95,0.04,3.6,3.6,0,3.75,4.5,0.75
"399",399,60432797,"2016-11-06","15:15:00","home",5.5,5.75,5.5,3.8,3.6,1.7,1.65,0.25,0.2,0.05,5.25,6,0.75,3.6,3.8,0.2,1.65,1.75,0.1
"400",400,60432800,"2016-11-06","15:15:00","home",1.29,1.29,1.29,6,5.5,13,10,0,0.5,3,1.29,1.29,0,5.5,6,0.5,10,13,3
"401",401,60432849,"2016-11-06","16:00:00","away",1.57,5.25,6,4,3.75,1.7,1.57,-0.75,0.25,0.13,4.75,6,1.25,3.6,4,0.4,1.57,1.75,0.18
"402",402,60433153,"2016-11-06","17:30:00","away",4.75,1.73,1.73,3.7,3.6,5.75,4.75,0,0.1,1,1.67,1.8,0.13,3.6,3.8,0.2,4.75,6,1.25
"403",403,64214876,"2016-11-19","13:30:00","draw",3.3,2.5,2.5,3.3,3.3,3.1,2.8,0,0,0.3,2.5,2.6,0.1,3.25,3.4,0.15,2.8,3.1,0.3
"404",404,6992577,"2016-04-02","13:45:00","away",1.53,5,6,3.7,4,1.8,1.53,-1,-0.3,0.27,5,7,2,3.7,4.33,0.63,1.53,1.8,0.27
"405",405,6992859,"2016-04-02","16:00:00","home",1.33,1.36,1.33,5.25,5,10,8.5,0.03,0.25,1.5,1.33,1.36,0.03,5,5.75,0.75,8.5,10,1.5
"406",406,6992860,"2016-04-02","16:00:00","away",2,4,3.6,3.6,3.5,2,2,0.4,0.1,0,3.5,4,0.5,3.5,3.7,0.2,2,2.2,0.2
"407",407,6992862,"2016-04-02","16:00:00","home",2.2,2.38,2.2,3.3,3.3,3.3,3.25,0.18,0,0.0499999999999998,2.2,2.38,0.18,3.3,3.4,0.1,3.25,3.6,0.35
"408",408,6992863,"2016-04-02","16:00:00","draw",3.1,2.15,2.1,3.3,3.1,3.9,3.8,0.0499999999999998,0.2,0.1,2.1,2.2,0.1,3.1,3.4,0.3,3.6,3.9,0.3
"409",409,6992864,"2016-04-02","16:00:00","draw",3.2,2,2.1,3.4,3.2,4.33,3.6,-0.1,0.2,0.73,2,2.1,0.1,3.2,3.4,0.2,3.6,4.33,0.73
"410",410,6992865,"2016-04-02","16:00:00","draw",3.5,1.85,1.95,3.6,3.5,4.75,3.8,-0.0999999999999999,0.1,0.95,1.85,2,0.15,3.5,3.75,0.25,3.8,4.75,0.95
"411",411,6993234,"2016-04-02","18:30:00","draw",3.3,2.15,2.38,3.6,3.3,3.5,2.9,-0.23,0.3,0.6,2.15,2.6,0.45,3.3,3.6,0.3,2.8,3.5,0.7
"412",412,7148141,"2016-04-03","14:30:00","home",2.15,2.3,2.15,3.4,3.3,3.4,3.4,0.15,0.1,0,2.15,2.3,0.15,3.3,3.4,0.1,3.4,3.6,0.2
